Antibody Name,Antibody Origin,Gene Name,Validation Status,Slide Id,Antibody Name in Heatmap,Probabilities (QC Score),Slide no.,Sample Type,,Control cells,ligand control cells,nanoparticle control cells,drug-treated cells
MIG6,M,ERRFI1,V,GBL1102677,MIG6-M-V,0.951087359,162,MIG6-M-V,NormLog2,0.075845753,0.332868834,-0.146193362,-0.308015831
MMP2,R,MMP2,V,GBL1102457,MMP2-R-V,0.953728971,163,MMP2-R-V,NormLog2,0.030762745,-0.027096624,0.002823241,-0.169564941
Mnk1,R,MKNK1,V,GBL1102511,Mnk1-R-V,0.974524382,164,Mnk1-R-V,NormLog2,0.179478824,-0.016590703,-0.010781193,-0.815185419
MSH6,R,MSH6,C,GBL1102523,MSH6-R-C,0.972100182,165,MSH6-R-C,NormLog2,-0.004638412,-0.066121834,0.051437636,-1.228714571
MSI2,R,MSI2,C,GBL1102623,MSI2-R-C,0.939549193,166,MSI2-R-C,NormLog2,0.021108072,-0.039713303,0.018864879,0.453253121
mTOR,R,MTOR,V,GBL1102458,mTOR-R-V,0.927322178,167,mTOR-R-V,NormLog2,-0.055378974,0.039161757,0.034284714,-1.667420582
mTOR_pS2448,R,MTOR,C,GBL1102459,mTOR_pS2448-R-C,0.96758071,168,mTOR_pS2448-R-C,NormLog2,-0.049861888,0.084239206,0.027442507,-1.653413986
Myosin-11,R,MYH11,V,GBL1102547,Myosin-11-R-V,0.946224634,169,Myosin-11-R-V,NormLog2,-0.050795523,-0.087990559,0.077430477,0.280506284
Myosin-IIa_pS1943,R,MYO2A,V,GBL1102553,Myosin-IIa_pS1943-R-V,0.924722272,170,Myosin-IIa_pS1943-R-V,NormLog2,0.041504574,0.132502438,-0.095095692,-2.866687976
Myt1,R,MYT1,C,GBL1102632,Myt1-R-C,0.972178047,171,Myt1-R-C,NormLog2,0.029485786,-0.108162138,0.100659684,-0.565472093
N-Cadherin,R,CDH2,V,GBL1102460,N-Cadherin-R-V,0.967136424,172,N-Cadherin-R-V,NormLog2,-0.011939186,-0.018400655,-0.008421175,0.330225886
N-Ras,M,NRAS,V,GBL1102705,N-Ras-M-V,0.932787309,173,N-Ras-M-V,NormLog2,0.008333615,-0.034106694,0.011775601,0.575286368
NAPSIN-A,R,NAPSA,C,GBL1102576,NAPSIN-A-R-C,0.970354839,174,NAPSIN-A-R-C,NormLog2,-0.019145511,-0.014463321,-0.011752828,-0.226950951
NDRG1_pT346,R,NDRG1,V,GBL1102541,NDRG1_pT346-R-V,0.919016165,175,NDRG1_pT346-R-V,NormLog2,-0.017408143,0.362084118,-0.014027339,0.413429205
NDUFB4,M,NDUFB4,V,GBL1102711,NDUFB4-M-V,0.922017407,176,NDUFB4-M-V,NormLog2,-0.051288103,-0.000548905,0.029216901,0.724459586
NF-kB-p65_pS536,R,NFKB1,C,GBL1102461,NF-kB-p65_pS536-R-C,0.973969636,177,NF-kB-p65_pS536-R-C,NormLog2,0.128299663,-0.178441537,0.176447418,-1.688313033
Notch1,R,NOTCH1,V,GBL1102524,Notch1-R-V,0.938190076,178,Notch1-R-V,NormLog2,0.110842941,0.060909774,-0.118685179,-0.552271394
Notch3,R,NOTCH3,C,GBL1102649,Notch3-R-C,0.954832493,179,Notch3-R-C,NormLog2,0.004347517,-0.08262288,0.071130039,0.982605981
Oct-4,R,OCT4,C,GBL1102621,Oct-4-R-C,0.954215772,180,Oct-4-R-C,NormLog2,-0.01359812,0.006063475,-0.019037539,-0.060423967
P-Cadherin,R,CDH3,C,GBL1102468,P-Cadherin-R-C,0.964476498,181,P-Cadherin-R-C,NormLog2,0.031022021,0.14153861,-0.080086143,0.589475373
p16INK4a,R,CDKN2A,V,GBL1102569,p16INK4a-R-V,0.91350884,182,p16INK4a-R-V,NormLog2,-0.061803112,0.019167617,0.042178509,0.88664357
p21,R,CDKN1A,V,GBL1102648,p21-R-V,0.936356049,183,p21-R-V,NormLog2,0.070357073,-0.041550972,0.021174997,0.259999874
p27-Kip-1,R,CDKN1B,V,GBL1102504,p27-Kip-1-R-V,0.959613674,184,p27-Kip-1-R-V,NormLog2,0.031349508,-0.029256415,0.005592018,0.236285269
p27_pT198,R,CDKN1B,V,GBL1102500,p27_pT198-R-V,0.967681559,185,p27_pT198-R-V,NormLog2,-0.040677773,-0.069347813,0.055326534,0.766285267
p38-MAPK,R,MAPK14,V,GBL1102462,p38-MAPK-R-V,0.94873482,186,p38-MAPK-R-V,NormLog2,-0.179718811,-0.02306377,0.174372432,-1.776101098
p38_pT180_Y182,R,MAPK14,V,GBL1102463,p38_pT180_Y182-R-V,0.967500363,187,p38_pT180_Y182-R-V,NormLog2,-0.147316722,-0.159386842,0.156648457,-2.646155686
p44-42-MAPK,R,MAPK3,V,GBL1102535,p44-42-MAPK-R-V,0.948029238,188,p44-42-MAPK-R-V,NormLog2,-0.062233588,-0.084369743,0.073186058,-0.466819417
p53,R,TP53,C,GBL1102419,p53-R-C,0.959966083,189,p53-R-C,NormLog2,0.093274144,-0.068169206,0.053907953,-1.353881125
p70-S6K1,R,RPS6KB1,V,GBL1102465,p70-S6K1-R-V,0.966907669,190,p70-S6K1-R-V,NormLog2,-0.009430537,0.056007426,-0.02455319,-0.428196348
p70-S6K_pT389,R,RPS6KB1,V,GBL1102466,p70-S6K_pT389-R-V,0.971364721,191,p70-S6K_pT389-R-V,NormLog2,-0.018531014,-0.002293197,-0.012556586,-0.151598673
p90RSK_pT573,R,RPS6K,C,GBL1102558,p90RSK_pT573-R-C,0.967407619,192,p90RSK_pT573-R-C,NormLog2,-0.038793815,0.041808335,0.013537314,-0.255841975
PAI-1,M,SERPINE1,V,GBL1102665,PAI-1-M-V,0.916918747,193,PAI-1-M-V,NormLog2,0.040166453,-0.264259252,0.259426243,1.373405532
PAICS,R,PAICS,C,GBL1102580,PAICS-R-C,0.977161815,194,PAICS-R-C,NormLog2,-0.055418109,-0.051695492,0.03433304,-0.819266722
PAK1,R,PAK1,V,GBL1102634,PAK1-R-V,0.965456713,195,PAK1-R-V,NormLog2,0.054288429,0.15998528,-0.113765204,-0.6315414
PAK4,R,PAK4,V,GBL1102593,PAK4-R-V,0.917098616,196,PAK4-R-V,NormLog2,0.053870123,-0.079598857,0.067557981,0.539257055
PAR,R,PAR,C,GBL1102590,PAR-R-C,0.940996994,197,PAR-R-C,NormLog2,-0.438604634,1.071894783,-0.693279481,2.090679999
PARP,R,PARP1,V,GBL1102644,PARP-R-V,0.950516635,198,PARP-R-V,NormLog2,0.036895907,-0.018677425,-0.008060892,-0.542298258
Paxillin,R,PXN,C,GBL1102467,Paxillin-R-C,0.974302507,199,Paxillin-R-C,NormLog2,0.171833676,0.110184933,-0.195104928,-1.346118512
PCNA,M,PCNA,C,GBL1102687,PCNA-M-C,0.830795263,200,PCNA-M-C,NormLog2,-0.089901521,0.060771689,0.075806749,-0.288104647
PD-L1,R,CD274,C,GBL1102624,PD-L1-R-C,0.935059482,201,PD-L1-R-C,NormLog2,0.055585411,0.054953763,-0.109886397,0.752003789
Pdcd4,R,PDCD4,C,GBL1102497,Pdcd4-R-C,0.949432865,202,Pdcd4-R-C,NormLog2,0.073708546,0.553310555,-0.142923791,0.087475447
PDGFR-b,R,PDGFR,V,GBL1102567,PDGFR-b-R-V,0.966830794,203,PDGFR-b-R-V,NormLog2,-0.006590135,0.131446081,-0.028333666,0.609680207
PDHK1,R,PDHK1,C,GBL1102611,PDHK1-R-C,0.93925499,204,PDHK1-R-C,NormLog2,-0.012093019,-0.086457554,0.07563627,0.34220023
PDK1,R,PDK1,V,GBL1102469,PDK1-R-V,0.959469106,205,PDK1-R-V,NormLog2,-0.04216375,-0.108093731,0.10058208,-0.187365828
PDK1_pS241,R,PDK1,V,GBL1102470,PDK1_pS241-R-V,0.971132017,206,PDK1_pS241-R-V,NormLog2,-0.02116482,-0.124830519,0.119337916,-1.567319127
PEA-15,R,PEA15,V,GBL1102512,PEA-15-R-V,0.972488024,207,PEA-15-R-V,NormLog2,-0.117265346,0.240804693,0.107216394,-0.867008009
PEA-15_pS116,R,PEA15,V,GBL1102513,PEA-15_pS116-R-V,0.945751126,208,PEA-15_pS116-R-V,NormLog2,-0.024613594,-0.074863238,0.061931167,0.711904769
PI3K-p110-a,R,PIK3C2A,C,GBL1102496,PI3K-p110-a-R-C,0.923027183,209,PI3K-p110-a-R-C,NormLog2,0.059354021,-0.013231245,-0.015179776,-0.208614383
PI3K-p110-b,M,PIK3BC,C,GBL1102710,PI3K-p110-b-M-C,0.914392529,210,PI3K-p110-b-M-C,NormLog2,-0.051649683,0.058117293,0.029666129,0.3705
PI3K-p85,R,PIK3R1,V,GBL1102471,PI3K-p85-R-V,0.960322308,211,PI3K-p85-R-V,NormLog2,-0.064444685,-0.089005233,0.078615765,-0.898019853
PKA-a,R,PRKAR1A,V,GBL1102620,PKA-a-R-V,0.97259285,212,PKA-a-R-V,NormLog2,-0.081528167,-0.140363416,0.136339053,-0.556493411
PKC-b-II_pS660,R,PRKCB,V,GBL1102545,PKC-b-II_pS660-R-V,0.973077791,213,PKC-b-II_pS660-R-V,NormLog2,-0.035275734,-0.034819303,0.012680126,-2.099611597
PKC-delta_pS664,R,PRKCD,V,GBL1102507,PKC-delta_pS664-R-V,0.967280918,214,PKC-delta_pS664-R-V,NormLog2,-0.017058581,-0.091320314,0.081313364,0.473530782
PKCa,R,PRKCA,V,GBL1102552,PKCa-R-V,0.955610495,215,PKCa-R-V,NormLog2,-0.0498089,-0.081271973,0.069536329,-0.524028266
PKM2,R,PKM,C,GBL1102515,PKM2-R-C,0.948588394,216,PKM2-R-C,NormLog2,-0.037383239,0.093983736,0.011747769,-2.386285538
PLC-gamma2_pY759,R,PLCG2,C,GBL1102516,PLC-gamma2_pY759-R-C,0.933321024,217,PLC-gamma2_pY759-R-C,NormLog2,0.030704092,-0.040569656,0.019942219,0.271183453
PLK1,R,PLK1,C,GBL1102490,PLK1-R-C,0.921688207,218,PLK1-R-C,NormLog2,0.00513782,-0.166898886,0.164517677,0.001147333
PMS2,R,PMS2,V,GBL1102570,PMS2-R-V,0.970075287,219,PMS2-R-V,NormLog2,0.159841362,0.255399903,-0.285246294,-0.122042746
Porin,M,VDAC1,V,GBL1102685,Porin-M-V,0.916524458,220,Porin-M-V,NormLog2,-0.129029889,-0.051431167,0.120334512,0.950727183
PR,R,PGR,V,GBL1102472,PR-R-V,0.960048848,221,PR-R-V,NormLog2,0.020876914,-0.040315931,0.019623169,0.597482918
PRAS40,M,AKT1S1,C,GBL1102739,PRAS40-M-C,0.898969873,222,PRAS40-M-C,NormLog2,-0.043199636,0.343794842,0.019101359,-0.622637968
PRAS40_pT246,R,AKT1S1,V,GBL1102489,PRAS40_pT246-R-V,0.95977933,223,PRAS40_pT246-R-V,NormLog2,0.036729231,0.114738991,-0.088225166,0.219014843
PREX1,R,PREX1,V,GBL1102562,PREX1-R-V,0.959457499,224,PREX1-R-V,NormLog2,0.002171244,0.047715493,-0.040104997,0.515171543
PTEN,R,PTEN,V,GBL1102474,PTEN-R-V,0.939765828,225,PTEN-R-V,NormLog2,-0.061196032,0.028258186,0.041435892,-0.722736408
Rab11,R,RAB11A,C,GBL1102530,Rab11-R-C,0.964088215,226,Rab11-R-C,NormLog2,-0.039366886,-0.086586523,0.075787374,0.194671478
Rab25,R,RAB25,V,GBL1102549,Rab25-R-V,0.963007657,227,Rab25-R-V,NormLog2,0.069532752,0.048954734,-0.101114289,0.597239459
Rad50,M,RAD50,V,GBL1102676,Rad50-M-V,0.948318728,228,Rad50-M-V,NormLog2,-0.059323114,0.147348453,0.039140438,0.113356546
Rad51,R,RAD51,V,GBL1102572,Rad51-R-V,0.953215176,229,Rad51-R-V,NormLog2,0.100986492,-0.04980431,0.031468899,0.141358676
Raptor,R,RPTOR,V,GBL1102542,Raptor-R-V,0.961948576,230,Raptor-R-V,NormLog2,0.048755679,0.049590778,-0.1020401,-0.085498442
Rb,M,RB1,Q,GBL1102666,Rb-M-Q,0.922582428,231,Rb-M-Q,NormLog2,0.018504954,0.021810514,-0.062505462,0.385074175
RBM15,R,RBM15,V,GBL1102546,RBM15-R-V,0.968994711,232,RBM15-R-V,NormLog2,0.095638569,0.006586175,-0.041617122,-1.115193994
Rb_pS807_S811,R,RB1,V,GBL1102473,Rb_pS807_S811-R-V,0.956993142,233,Rb_pS807_S811-R-V,NormLog2,0.057897689,-0.078576889,0.066347106,-2.684007749
Rheb,M,RHEB,C,GBL1102673,Rheb-M-C,0.941135537,234,Rheb-M-C,NormLog2,-0.081678958,-0.039652291,0.066114198,-0.111109058
Rictor,R,RICTOR,C,GBL1102543,Rictor-R-C,0.960690444,235,Rictor-R-C,NormLog2,0.075049785,0.09954863,-0.144974231,0.074138032
Rictor_pT1135,R,RICTOR,V,GBL1102544,Rictor_pT1135-R-V,0.966091617,236,Rictor_pT1135-R-V,NormLog2,0.02401453,0.100532699,-0.070198705,0.393065428
RIP,R,RIP,C,GBL1102612,RIP-R-C,0.944832906,237,RIP-R-C,NormLog2,0.196823796,0.049081794,-0.101299154,-1.064183984
Rock-1,R,ROCK1,C,GBL1102659,Rock-1-R-C,0.957111602,238,Rock-1-R-C,NormLog2,-0.022974312,-0.120733963,0.114789682,0.228515552
RPA32,T,RPA2,C,GBL1102412,RPA32-T-C,0.950469817,239,RPA32-T-C,NormLog2,-0.098547006,0.039275567,0.085869294,-0.650210049
RPA32_pS4_S8,R,RPA2,C,GBL1102660,RPA32_pS4_S8-R-C,0.961739387,240,RPA32_pS4_S8-R-C,NormLog2,0.012344713,0.083857918,-0.05398639,-0.378363592
RSK,R,RPS6KA1,C,GBL1102492,RSK-R-C,0.9587241,241,RSK-R-C,NormLog2,-0.032795272,-0.04800185,0.02923207,-0.693505089
S6,M,RPS6,V,GBL1102692,S6-M-V,0.957293917,242,S6-M-V,NormLog2,-0.024936247,0.1120945,-0.004217189,-0.542731642
S6_pS235_S236,R,RPS6,V,GBL1102420,S6_pS235_S236-R-V,0.968003428,243,S6_pS235_S236-R-V,NormLog2,0.020794547,0.139590922,-0.065693967,-3.459706832
S6_pS240_S244,R,RPS6,V,GBL1102476,S6_pS240_S244-R-V,0.813144607,244,S6_pS240_S244-R-V,NormLog2,0.116394699,0.131486348,-0.210642894,-2.710989722
SCD,M,SCD,V,GBL1102704,SCD-M-V,0.915034924,245,SCD-M-V,NormLog2,0.016122956,0.259534242,-0.059201083,0.44959943
SDHA,R,SDHA,V,GBL1102583,SDHA-R-V,0.961115542,246,SDHA-R-V,NormLog2,0.053301941,-0.028251591,0.004305045,0.671024155
SF2,M,SRSF1,V,GBL1102678,SF2-M-V,0.944067983,247,SF2-M-V,NormLog2,0.039862691,0.07672492,-0.092727173,-0.211902408
Shc_pY317,R,SHC1,V,GBL1102517,Shc_pY317-R-V,0.96620098,248,Shc_pY317-R-V,NormLog2,0.089818106,-0.007664715,-0.022520492,-0.752925807
SHP-2_pY542,R,PTPN11,C,GBL1102559,SHP-2_pY542-R-C,0.968901617,249,SHP-2_pY542-R-C,NormLog2,0.019630879,-0.052886239,0.035279069,-0.234211611
SHP2,R,PTPN11,S,GBL1102443,SHP2-R-S,0.871913302,250,SHP2-R-S,NormLog2,0.007995256,-0.063304476,0.048025586,-0.916923469
SLC1A5,R,SLC1A5,C,GBL1102579,SLC1A5-R-C,0.956074152,251,SLC1A5-R-C,NormLog2,-0.026751376,0.006370431,-0.001869387,-0.481719528
Slfn11,G,SLFN11,C,GBL1102720,Slfn11-G-C,0.929909898,252,Slfn11-G-C,NormLog2,-0.039074395,-0.03233096,0.013892802,0.196462395
Smac,M,DIABLO,Q,GBL1102667,Smac-M-Q,0.94668817,253,Smac-M-Q,NormLog2,-0.071038383,-0.090154897,0.079956557,0.489947103
Smad1,R,SMAD1,V,GBL1102506,Smad1-R-V,0.961931227,254,Smad1-R-V,NormLog2,0.071160681,-0.011924476,-0.016897151,0.249422924
Smad3,R,SMAD3,V,GBL1102494,Smad3-R-V,0.94828633,255,Smad3-R-V,NormLog2,0.027136385,0.035293755,-0.074589287,0.489137946
Smad4,M,SMAD4,V,GBL1102701,Smad4-M-V,0.922373009,256,Smad4-M-V,NormLog2,-0.038748842,0.000101264,0.013480319,1.410016654
Snail,M,SNAI2,Q,GBL1102668,Snail-M-Q,0.938540011,257,Snail-M-Q,NormLog2,-0.03553771,-0.011146563,0.009400408,0.572500507
SOD1,M,SOD1,V,GBL1102691,SOD1-M-V,0.928807881,258,SOD1-M-V,NormLog2,0.02385625,0.0528753,-0.069976708,0.49137086
SOD2,R,SOD2,V,GBL1102581,SOD2-R-V,0.907337801,259,SOD2-R-V,NormLog2,-0.108667761,0.055666727,0.097484954,-0.625798367
Sox2,R,SOX2,V,GBL1102622,Sox2-R-V,0.952915251,260,Sox2-R-V,NormLog2,0.010071719,-0.011948959,-0.016864943,0.39212773
Src,M,SRC,V,GBL1102669,Src-M-V,0.951794709,261,Src-M-V,NormLog2,-0.034465949,-0.024246332,0.008034081,0.604605471
Src_pY416,R,SRC,V,GBL1102477,Src_pY416-R-V,0.958219863,262,Src_pY416-R-V,NormLog2,0.086898674,-0.058790808,0.042528312,-1.195365743
Src_pY527,R,SRC,V,GBL1102752,Src_pY527-R-V,0.940639267,263,Src_pY527-R-V,NormLog2,-0.041961431,0.246945784,0.01754153,0.455838328
Stat3,R,STAT3,C,GBL1102560,Stat3-R-C,0.923971946,264,Stat3-R-C,NormLog2,0.013483009,0.069513569,-0.055554036,-0.504035769
Stat3_pY705,R,STAT3,V,GBL1102479,Stat3_pY705-R-V,0.948651198,265,Stat3_pY705-R-V,NormLog2,0.074001726,0.015985702,-0.054457809,0.154492149
Stat5a,R,STAT5A,V,GBL1102480,Stat5a-R-V,0.943132595,266,Stat5a-R-V,NormLog2,0.007431152,0.066997556,-0.047253082,0.228074561
Stathmin-1,R,STMN1,V,GBL1102485,Stathmin-1-R-V,0.964224234,267,Stathmin-1-R-V,NormLog2,-0.023133647,-0.03144208,0.00838436,0.229539675
Syk,M,SYK,V,GBL1102702,Syk-M-V,0.907040396,268,Syk-M-V,NormLog2,0.029162523,0.593301639,-0.077451125,1.091227204
Tau,M,MAPT,C,GBL1102670,Tau-M-C,0.925553503,269,Tau-M-C,NormLog2,0.001752779,0.094405028,-0.039538947,0.209000759
TAZ,R,WWTR1,V,GBL1102637,TAZ-R-V,0.972295237,270,TAZ-R-V,NormLog2,-0.002866827,-0.188067476,0.186249344,-1.474719428
TFAM,R,TFAM,V,GBL1102582,TFAM-R-V,0.966173178,271,TFAM-R-V,NormLog2,-0.011718644,-0.048704776,0.030105137,0.398210393
TFRC,R,TFRC,V,GBL1102548,TFRC-R-V,0.965156131,272,TFRC-R-V,NormLog2,0.032437589,-0.006851355,-0.023598605,0.766177694
TIGAR,R,TIGAR,V,GBL1102533,TIGAR-R-V,0.958604844,273,TIGAR-R-V,NormLog2,-0.03390453,-0.008625544,0.007317436,0.608674884
Transglutaminase,M,TGM2,V,GBL1102699,Transglutaminase-M-V,0.927213772,274,Transglutaminase-M-V,NormLog2,0.158317442,0.183144947,-0.282524059,-1.134521208
TRIM25,R,TRIM25,C,GBL1102627,TRIM25-R-C,0.912433083,275,TRIM25-R-C,NormLog2,-0.119057523,-0.056099266,0.109229423,-1.448764386
TSC1,R,TSC1,C,GBL1102540,TSC1-R-C,0.965038373,276,TSC1-R-C,NormLog2,-0.000113275,0.000875766,-0.033911935,-0.310798796
TTF1,R,TTF1,V,GBL1102529,TTF1-R-V,0.96283468,277,TTF1-R-V,NormLog2,-0.023383131,-0.052455034,0.034747067,0.083136398
Tuberin,R,TSC2,V,GBL1102481,Tuberin-R-V,0.914175959,278,Tuberin-R-V,NormLog2,0.027699719,-0.038373353,0.017176246,-1.535799297
Tuberin_pT1462,R,TSC2,V,GBL1102482,Tuberin_pT1462-R-V,0.899557974,279,Tuberin_pT1462-R-V,NormLog2,0.036264188,-0.058333073,0.041968693,-0.005238571
TUFM,R,TUFM,V,GBL1102636,TUFM-R-V,0.95673918,280,TUFM-R-V,NormLog2,0.077445931,0.062883664,-0.121621138,-0.141093769
TWIST,M,TWIST1,C,GBL1102713,TWIST-M-C,0.918392235,281,TWIST-M-C,NormLog2,-0.002020622,0.036779639,-0.034452119,0.651762303
Tyro3,R,TYRO3,V,GBL1102528,Tyro3-R-V,0.960781043,282,Tyro3-R-V,NormLog2,0.023263619,-0.059913116,0.043898756,0.371511891
U-Histone-H2B,R,HIST1H2BB,C,GBL1102619,U-Histone-H2B-R-C,0.929861534,283,U-Histone-H2B-R-C,NormLog2,-0.324737537,-0.081073622,-0.32289176,2.590557838
UBAC1,R,UBAC1,V,GBL1102574,UBAC1-R-V,0.953848322,284,UBAC1-R-V,NormLog2,-0.06029138,-0.039710373,0.040327976,-0.588848377
UGT1A,M,UGT1A,V,GBL1102709,UGT1A-M-V,0.911555528,285,UGT1A-M-V,NormLog2,0.009255362,0.175281049,-0.049746552,0.678253054
ULK1_pS757,R,ULK1,C,GBL1102613,ULK1_pS757-R-C,0.967557525,286,ULK1_pS757-R-C,NormLog2,0.049979696,0.079033846,-0.10742718,-0.41903427
VASP,R,VASP,V,GBL1102483,VASP-R-V,0.94709443,287,VASP-R-V,NormLog2,-0.01606289,-0.000101271,-0.015792857,0.063351175
VEGFR-2,R,KDR,V,GBL1102753,VEGFR-2-R-V,0.904265319,288,VEGFR-2-R-V,NormLog2,-0.013152974,0.095460378,-0.019624911,-0.140530947
VHL-EPPK1,M,EPPK1,C,GBL1102442,VHL-EPPK1-M-C,0.826118082,289,VHL-EPPK1-M-C,NormLog2,-0.099225775,0.505434868,0.070887894,1.777835757
Vimentin,M,VIM,C,GBL1102716,Vimentin-M-C,0.92185613,290,Vimentin-M-C,NormLog2,-0.356062006,-0.022636118,-0.252272561,2.026845157
Wee1,R,WEE1,C,GBL1102631,Wee1-R-C,0.946234722,291,Wee1-R-C,NormLog2,0.090664843,0.019905382,-0.059871403,-0.272799729
Wee1_pS642,R,WEE1,C,GBL1102642,Wee1_pS642-R-C,0.957326002,292,Wee1_pS642-R-C,NormLog2,-0.015209806,-0.095451697,0.086104178,0.055067227
WIPI1,R,WIPI1,C,GBL1102614,WIPI1-R-C,0.866046958,293,WIPI1-R-C,NormLog2,-0.077223041,0.270318343,-0.178121081,1.751992996
WIPI2,R,WIPI2,C,GBL1102615,WIPI2-R-C,0.936055597,294,WIPI2-R-C,NormLog2,-0.024467079,-0.083727147,0.072430366,0.123901735
XBP-1,G,XBP1,C,GBL1102719,XBP-1-G-C,0.883277395,295,XBP-1-G-C,NormLog2,-0.008787404,-0.015482278,-0.012229855,0.257860966
XPA,M,XPA,V,GBL1102715,XPA-M-V,0.959365086,296,XPA-M-V,NormLog2,0.117674601,0.209756949,-0.212755182,-0.858171148
XPF,R,ERCC4,C,GBL1102641,XPF-R-C,0.949545729,297,XPF-R-C,NormLog2,0.013733149,0.02350255,-0.055898919,0.129161408
XRCC1,R,XRCC1,C,GBL1102505,XRCC1-R-C,0.964887349,298,XRCC1-R-C,NormLog2,0.083738109,-0.063579131,0.048358864,0.084829598
YAP,R,YAP1,C,GBL1102650,YAP-R-C,0.954579463,299,YAP-R-C,NormLog2,0.053914564,0.014017633,-0.051752809,-0.890881543
YAP_pS127,R,YAP1,V,GBL1102493,YAP_pS127-R-V,0.92184027,300,YAP_pS127-R-V,NormLog2,-0.179002688,-0.217105301,0.327401155,-2.564117293
YB1_pS102,R,YBX1,V,GBL1102498,YB1_pS102-R-V,0.960426592,301,YB1_pS102-R-V,NormLog2,0.063376063,0.065471126,-0.125484909,0.857530264
ZAP-70,R,ZAP70,C,GBL1102635,ZAP-70-R-C,0.865891737,302,ZAP-70-R-C,NormLog2,0.086568602,0.032103769,-0.076945871,0.226182056
