Antibody Name,Antibody Origin,Gene Name,Validation Status,Slide Id,Antibody Name in Heatmap,Probabilities (QC Score),Slide no.,Sample Type,,control,drug-10min,drug-30min,drug-60min
MEK1_pS217_S221,R,MAP2K1,V,GBL1103484,MEK1_pS217_S221-R-V,0.967351941,160,MEK1_pS217_S221-R-V,Median-Centered,0.104156861,-0.058054434,0.058054434,-0.119147335
MERIT40_pS29,R,BABAM1,V,GBL1103596,MERIT40_pS29-R-V,0.961295169,161,MERIT40_pS29-R-V,Median-Centered,-0.018916881,0.108709742,0.018916881,-0.073349105
Merlin,R,NF2,C,GBL1103477,Merlin-R-C,0.960039544,162,Merlin-R-C,Median-Centered,0.017838307,-0.055661667,0.099840025,-0.017838307
MIF,R,MIF,C,GBL1103613,MIF-R-C,0.924902038,163,MIF-R-C,Median-Centered,0.214736122,0.297306732,-0.214736122,-0.269759006
MIG6,M,ERRFI1,V,GBL1103632,MIG6-M-V,0.940768643,164,MIG6-M-V,Median-Centered,0.245453855,0.100409003,-0.100409003,-0.340742971
MMP2,R,MMP2,V,GBL1103415,MMP2-R-V,0.940820366,165,MMP2-R-V,Median-Centered,-0.083596883,-0.026081064,0.026081064,0.028364353
Mnk1,R,MKNK1,V,GBL1103468,Mnk1-R-V,0.959055829,166,Mnk1-R-V,Median-Centered,0.056571339,-0.056571339,0.114211762,-0.293789833
MSH6,R,MSH6,C,GBL1103480,MSH6-R-C,0.970330332,167,MSH6-R-C,Median-Centered,1.189335294,0.803116472,-0.803116472,-0.919767837
MSI2,R,MSI2,C,GBL1103579,MSI2-R-C,0.95186111,168,MSI2-R-C,Median-Centered,-0.052054839,-0.0012646,0.049439666,0.0012646
mTOR,R,MTOR,V,GBL1103416,mTOR-R-V,0.968713717,169,mTOR-R-V,Median-Centered,1.030224403,0.830418745,-0.830418745,-1.844214052
mTOR_pS2448,R,MTOR,C,GBL1103418,mTOR_pS2448-R-C,0.97181315,170,mTOR_pS2448-R-C,Median-Centered,0.48546867,0.385481923,-0.385481923,-0.884024989
Myosin-11,R,MYH11,V,GBL1103679,Myosin-11-R-V,0.934307663,171,Myosin-11-R-V,Median-Centered,-0.021640614,0.062200296,0.021640614,-0.033448453
Myosin-IIa_pS1943,R,MYO2A,V,GBL1103509,Myosin-IIa_pS1943-R-V,0.931651103,172,Myosin-IIa_pS1943-R-V,Median-Centered,2.291014426,1.556782035,-1.556782035,-2.465328101
Myt1,R,MYT1,C,GBL1103588,Myt1-R-C,0.957707258,173,Myt1-R-C,Median-Centered,0.186831208,0.003339323,-0.027626748,-0.003339323
N-Cadherin,R,CDH2,V,GBL1103419,N-Cadherin-R-V,0.864852179,174,N-Cadherin-R-V,Median-Centered,-0.081583492,-0.12563061,0.081583492,0.152669292
N-Ras,M,NRAS,V,GBL1103711,N-Ras-M-V,0.861093379,175,N-Ras-M-V,Median-Centered,-0.430459155,-0.110858985,0.110858985,0.192360212
NAPSIN-A,R,NAPSA,C,GBL1103532,NAPSIN-A-R-C,0.920376895,176,NAPSIN-A-R-C,Median-Centered,0.296825394,0.00505518,-0.687825572,-0.00505518
NDRG1_pT346,R,NDRG1,V,GBL1103497,NDRG1_pT346-R-V,0.956721069,177,NDRG1_pT346-R-V,Median-Centered,0.013533613,1.151121373,-0.013533613,-0.645848274
NDUFB4,M,NDUFB4,V,GBL1103666,NDUFB4-M-V,0.881360949,178,NDUFB4-M-V,Median-Centered,-0.150288209,-0.195759205,0.150288209,0.165776039
NF-kB-p65_pS536,R,NFKB1,C,GBL1103420,NF-kB-p65_pS536-R-C,0.964786657,179,NF-kB-p65_pS536-R-C,Median-Centered,0.067437165,0.098303741,-0.067437165,-0.147245982
Notch1,R,NOTCH1,V,GBL1103481,Notch1-R-V,0.96989984,180,Notch1-R-V,Median-Centered,0.206249917,0.001465633,-0.021462264,-0.001465633
Notch3,R,NOTCH3,C,GBL1103604,Notch3-R-C,0.946954854,181,Notch3-R-C,Median-Centered,-0.193741364,-0.075136063,0.075136063,0.265349282
Oct-4,R,OCT4,C,GBL1103577,Oct-4-R-C,0.939288025,182,Oct-4-R-C,Median-Centered,-0.058991472,-0.082213808,0.106491951,0.058991472
P-Cadherin,R,CDH3,C,GBL1103426,P-Cadherin-R-C,0.943466054,183,P-Cadherin-R-C,Median-Centered,-0.127821651,-0.201412595,0.127821651,0.43493502
p16INK4a,R,CDKN2A,V,GBL1103525,p16INK4a-R-V,0.897514377,184,p16INK4a-R-V,Median-Centered,-0.207454668,-0.021362215,0.411672948,0.021362215
p21,R,CDKN1A,V,GBL1103603,p21-R-V,0.851860653,185,p21-R-V,Median-Centered,-0.369621994,-0.015621476,0.015621476,0.033771052
p27-Kip-1,R,CDKN1B,V,GBL1103461,p27-Kip-1-R-V,0.948923998,186,p27-Kip-1-R-V,Median-Centered,-0.180214642,-0.308526843,0.180214642,0.226771038
p27_pT198,R,CDKN1B,V,GBL1103457,p27_pT198-R-V,0.966423536,187,p27_pT198-R-V,Median-Centered,-0.192987924,-0.132544882,0.132544882,0.518508867
p38-MAPK,R,MAPK14,V,GBL1103421,p38-MAPK-R-V,0.967271069,188,p38-MAPK-R-V,Median-Centered,0.688905594,0.451261795,-0.451261795,-1.503921448
p38_pT180_Y182,R,MAPK14,V,GBL1103422,p38_pT180_Y182-R-V,0.878077346,189,p38_pT180_Y182-R-V,Median-Centered,0.624908381,0.444400294,-0.444400294,-0.534383466
p44-42-MAPK,R,MAPK3,V,GBL1103491,p44-42-MAPK-R-V,0.944276462,190,p44-42-MAPK-R-V,Median-Centered,-0.007824041,0.04304198,0.007824041,-0.71795971
p53,R,TP53,C,GBL1103373,p53-R-C,0.93000125,191,p53-R-C,Median-Centered,0.316384905,0.215687023,-0.215687023,-0.553893276
p70-S6K1,R,RPS6KB1,V,GBL1103423,p70-S6K1-R-V,0.961497585,192,p70-S6K1-R-V,Median-Centered,0.389613468,0.313101694,-0.313101694,-0.370898294
p70-S6K_pT389,R,RPS6KB1,V,GBL1103424,p70-S6K_pT389-R-V,0.964010679,193,p70-S6K_pT389-R-V,Median-Centered,0.165967936,0.098497915,-0.098497915,-0.119210203
p90RSK_pT573,R,RPS6K,C,GBL1103514,p90RSK_pT573-R-C,0.968371256,194,p90RSK_pT573-R-C,Median-Centered,-0.060974236,-0.614520773,0.060974236,0.269807821
PAI-1,M,SERPINE1,V,GBL1103620,PAI-1-M-V,0.95228827,195,PAI-1-M-V,Median-Centered,-0.732420398,-0.319935111,0.319935111,0.757550715
PAICS,R,PAICS,C,GBL1103536,PAICS-R-C,0.965606868,196,PAICS-R-C,Median-Centered,0.169030908,0.189878315,-0.169030908,-0.971289718
PAK1,R,PAK1,V,GBL1103590,PAK1-R-V,0.958170281,197,PAK1-R-V,Median-Centered,0.712493032,0.289387423,-0.289387423,-0.780541202
PAK4,R,PAK4,V,GBL1103549,PAK4-R-V,0.901064952,198,PAK4-R-V,Median-Centered,0.323763183,0.122838074,-0.128876238,-0.122838074
PAR,R,PAR,C,GBL1103546,PAR-R-C,0.951785685,199,PAR-R-C,Median-Centered,-0.934717204,-0.72441336,2.986367583,0.72441336
PARP,R,PARP1,V,GBL1103600,PARP-R-V,0.962983865,200,PARP-R-V,Median-Centered,0.190664344,-0.44063255,-0.047398627,0.047398627
Paxillin,R,PXN,C,GBL1103425,Paxillin-R-C,0.96243545,201,Paxillin-R-C,Median-Centered,0.414261132,0.233987372,-0.233987372,-0.689857414
PCNA,M,PCNA,C,GBL1103642,PCNA-M-C,0.918360498,202,PCNA-M-C,Median-Centered,0.20574743,0.24989645,-0.20574743,-0.283166774
PD-L1,R,CD274,C,GBL1103580,PD-L1-R-C,0.919036342,203,PD-L1-R-C,Median-Centered,-0.133346207,-0.106926672,0.128342094,0.106926672
Pdcd4,R,PDCD4,C,GBL1103454,Pdcd4-R-C,0.960171092,204,Pdcd4-R-C,Median-Centered,0.753301059,0.593688728,-0.593688728,-1.06541169
PDGFR-b,R,PDGFR,V,GBL1103523,PDGFR-b-R-V,0.933834882,205,PDGFR-b-R-V,Median-Centered,-0.406746021,-0.039662495,0.039662495,0.060659017
PDHK1,R,PDHK1,C,GBL1103700,PDHK1-R-C,0.962849425,206,PDHK1-R-C,Median-Centered,-0.255791075,-0.066473692,0.066473692,0.152876165
PDK1,R,PDK1,V,GBL1103427,PDK1-R-V,0.942874399,207,PDK1-R-V,Median-Centered,-0.033008358,0.033008358,-0.249655356,0.113661896
PDK1_pS241,R,PDK1,V,GBL1103428,PDK1_pS241-R-V,0.97467871,208,PDK1_pS241-R-V,Median-Centered,0.625133903,0.602554145,-0.602554145,-0.84618192
PEA-15,R,PEA15,V,GBL1103469,PEA-15-R-V,0.964477693,209,PEA-15-R-V,Median-Centered,0.158759922,0.260487749,-0.158759922,-0.900205853
PEA-15_pS116,R,PEA15,V,GBL1103470,PEA-15_pS116-R-V,0.935759355,210,PEA-15_pS116-R-V,Median-Centered,-0.306561982,-0.206223672,0.444575244,0.206223672
PI3K-p110-a,R,PIK3C2A,C,GBL1103453,PI3K-p110-a-R-C,0.967593576,211,PI3K-p110-a-R-C,Median-Centered,0.315832379,0.055915463,-0.055915463,-0.121326345
PI3K-p110-b,M,PIK3BC,C,GBL1103665,PI3K-p110-b-M-C,0.927077518,212,PI3K-p110-b-M-C,Median-Centered,-0.140510236,-0.145149052,0.140510236,0.204692718
PI3K-p85,R,PIK3R1,V,GBL1103429,PI3K-p85-R-V,0.978363768,213,PI3K-p85-R-V,Median-Centered,0.24091927,0.225611409,-0.225611409,-0.549189702
PKA-a,R,PRKAR1A,V,GBL1103576,PKA-a-R-V,0.967861793,214,PKA-a-R-V,Median-Centered,0.049863445,0.157888137,-0.049863445,-0.494192904
PKC-b-II_pS660,R,PRKCB,V,GBL1103501,PKC-b-II_pS660-R-V,0.969527265,215,PKC-b-II_pS660-R-V,Median-Centered,0.956823093,0.560674482,-0.560674482,-0.78630575
PKC-delta_pS664,R,PRKCD,V,GBL1103464,PKC-delta_pS664-R-V,0.963257968,216,PKC-delta_pS664-R-V,Median-Centered,-0.193917835,-0.042342175,0.121114579,0.042342175
PKCa,R,PRKCA,V,GBL1103508,PKCa-R-V,0.958981114,217,PKCa-R-V,Median-Centered,-0.356103969,-0.402074003,0.456274974,0.356103969
PKM2,R,PKM,C,GBL1103472,PKM2-R-C,0.945205213,218,PKM2-R-C,Median-Centered,0.887995885,0.782361664,-0.782361664,-2.124586165
PLC-gamma2_pY759,R,PLCG2,C,GBL1103473,PLC-gamma2_pY759-R-C,0.932814329,219,PLC-gamma2_pY759-R-C,Median-Centered,-0.202826026,-0.123390821,0.129501923,0.123390821
PLK1,R,PLK1,C,GBL1103447,PLK1-R-C,0.966553744,220,PLK1-R-C,Median-Centered,0.52223447,0.061917934,-0.061917934,-0.12591272
PMS2,R,PMS2,V,GBL1103526,PMS2-R-V,0.964918485,221,PMS2-R-V,Median-Centered,0.910378703,0.317528398,-0.317528398,-0.532376846
Porin,M,VDAC1,V,GBL1103640,Porin-M-V,0.935747127,222,Porin-M-V,Median-Centered,-0.081814551,-0.098782382,0.081814551,0.255969567
PR,R,PGR,V,GBL1103430,PR-R-V,0.9620459,223,PR-R-V,Median-Centered,-0.245057335,-0.157651304,0.169086921,0.157651304
PRAS40,M,AKT1S1,C,GBL1103627,PRAS40-M-C,0.933864921,224,PRAS40-M-C,Median-Centered,-0.199196969,-0.036139088,0.036139088,0.118696593
PRAS40_pT246,R,AKT1S1,V,GBL1103446,PRAS40_pT246-R-V,0.957313131,225,PRAS40_pT246-R-V,Median-Centered,-0.132166391,-0.149936397,0.132166391,0.232381916
PREX1,R,PREX1,V,GBL1103518,PREX1-R-V,0.959098734,226,PREX1-R-V,Median-Centered,-0.03848373,-0.205848622,0.03848373,0.042608976
PTEN,R,PTEN,V,GBL1103432,PTEN-R-V,0.955263652,227,PTEN-R-V,Median-Centered,0.267712695,0.26136298,-0.26136298,-0.359972985
Rab11,R,RAB11A,C,GBL1103487,Rab11-R-C,0.966555415,228,Rab11-R-C,Median-Centered,-0.179737526,-0.09939209,0.09939209,0.132021745
Rab25,R,RAB25,V,GBL1103505,Rab25-R-V,0.946713966,229,Rab25-R-V,Median-Centered,-0.089325772,-0.163318609,0.224924366,0.089325772
Rad50,M,RAD50,V,GBL1103631,Rad50-M-V,0.937964145,230,Rad50-M-V,Median-Centered,0.005507249,0.203668692,-0.030410017,-0.005507249
Rad51,R,RAD51,V,GBL1103718,Rad51-R-V,0.921391679,231,Rad51-R-V,Median-Centered,0.005097749,0.244045349,-0.005097749,-0.031505904
Raptor,R,RPTOR,V,GBL1103498,Raptor-R-V,0.957214958,232,Raptor-R-V,Median-Centered,0.229950885,0.046040358,-0.046040358,-0.19108637
Rb,M,RB1,Q,GBL1103621,Rb-M-Q,0.92696399,233,Rb-M-Q,Median-Centered,-0.017618793,-0.074262527,0.017618793,0.057238781
RBM15,R,RBM15,V,GBL1103502,RBM15-R-V,0.968727315,234,RBM15-R-V,Median-Centered,0.071213162,0.228389064,-0.071213162,-0.218742672
Rb_pS807_S811,R,RB1,V,GBL1103431,Rb_pS807_S811-R-V,0.96851696,235,Rb_pS807_S811-R-V,Median-Centered,1.207131094,0.886930225,-0.886930225,-1.39353505
Rheb,M,RHEB,C,GBL1103628,Rheb-M-C,0.948860387,236,Rheb-M-C,Median-Centered,0.356780054,0.249668277,-0.249668277,-0.338387142
Rictor,R,RICTOR,C,GBL1103499,Rictor-R-C,0.965241602,237,Rictor-R-C,Median-Centered,0.244355244,-0.043882291,-0.179550439,0.043882291
Rictor_pT1135,R,RICTOR,V,GBL1103500,Rictor_pT1135-R-V,0.973899381,238,Rictor_pT1135-R-V,Median-Centered,-0.101627852,-0.15027165,0.101627852,0.303194919
RIP,R,RIP,C,GBL1103568,RIP-R-C,0.924043565,239,RIP-R-C,Median-Centered,0.55325121,0.264399414,-0.264399414,-0.357618127
Rock-1,R,ROCK1,C,GBL1103614,Rock-1-R-C,0.944112283,240,Rock-1-R-C,Median-Centered,0.049956647,-0.016417169,-0.083459041,0.016417169
RPA32,T,RPA2,C,GBL1103705,RPA32-T-C,0.911913268,241,RPA32-T-C,Median-Centered,0.121316108,0.239202569,-0.121316108,-0.272304755
RPA32_pS4_S8,R,RPA2,C,GBL1103615,RPA32_pS4_S8-R-C,0.970968227,242,RPA32_pS4_S8-R-C,Median-Centered,0.203415958,0.051583529,-0.051583529,-0.073326363
RSK,R,RPS6KA1,C,GBL1103449,RSK-R-C,0.977103375,243,RSK-R-C,Median-Centered,0.274410569,0.352104492,-0.274410569,-0.663311522
S6,M,RPS6,V,GBL1103647,S6-M-V,0.867879294,244,S6-M-V,Median-Centered,0.45689082,0.667861733,-0.45689082,-1.076006693
S6_pS235_S236,R,RPS6,V,GBL1103374,S6_pS235_S236-R-V,0.952495659,245,S6_pS235_S236-R-V,Median-Centered,2.102612441,1.165909356,-1.165909356,-2.696711923
S6_pS240_S244,R,RPS6,V,GBL1103433,S6_pS240_S244-R-V,0.955581275,246,S6_pS240_S244-R-V,Median-Centered,1.655956221,0.85215997,-0.85215997,-1.867832816
SCD,M,SCD,V,GBL1103707,SCD-M-V,0.902003185,247,SCD-M-V,Median-Centered,-0.19805603,-0.139540712,0.139540712,0.227528847
SDHA,R,SDHA,V,GBL1103687,SDHA-R-V,0.933615694,248,SDHA-R-V,Median-Centered,-0.428389154,-0.123198939,0.123198939,0.384379623
SF2,M,SRSF1,V,GBL1103633,SF2-M-V,0.891558374,249,SF2-M-V,Median-Centered,0.055215869,0.121897093,-0.055215869,-0.260783524
Shc_pY317,R,SHC1,V,GBL1103474,Shc_pY317-R-V,0.970197381,250,Shc_pY317-R-V,Median-Centered,0.154173311,0.115658609,-0.115658609,-0.266680024
SHP-2_pY542,R,PTPN11,C,GBL1103515,SHP-2_pY542-R-C,0.972836925,251,SHP-2_pY542-R-C,Median-Centered,-0.097343891,-0.018228486,0.129770723,0.018228486
SLC1A5,R,SLC1A5,C,GBL1103535,SLC1A5-R-C,0.954794418,252,SLC1A5-R-C,Median-Centered,0.220747062,0.125417736,-0.125417736,-0.221874422
Slfn11,G,SLFN11,C,GBL1103704,Slfn11-G-C,0.930826328,253,Slfn11-G-C,Median-Centered,-0.317776248,-0.0790277,0.0790277,0.248997853
Smac,M,DIABLO,Q,GBL1103622,Smac-M-Q,0.953860449,254,Smac-M-Q,Median-Centered,-0.273599601,-0.091792923,0.165403025,0.091792923
Smad1,R,SMAD1,V,GBL1103463,Smad1-R-V,0.955111376,255,Smad1-R-V,Median-Centered,-0.189569207,-0.16472364,0.16472364,0.209440267
Smad3,R,SMAD3,V,GBL1103451,Smad3-R-V,0.954179258,256,Smad3-R-V,Median-Centered,0.030295569,-0.363593731,-0.030295569,0.059504103
Smad4,M,SMAD4,V,GBL1103710,Smad4-M-V,0.883092708,257,Smad4-M-V,Median-Centered,-0.36205212,-0.287410269,0.287410269,0.422273006
Snail,M,SNAI2,Q,GBL1103623,Snail-M-Q,0.939897598,258,Snail-M-Q,Median-Centered,-0.03562028,-0.046073907,0.03562028,0.113552993
SOD1,M,SOD1,V,GBL1103646,SOD1-M-V,0.891508153,259,SOD1-M-V,Median-Centered,-0.070618777,0.006878217,-0.006878217,0.173301273
SOD2,R,SOD2,V,GBL1103686,SOD2-R-V,0.935428701,260,SOD2-R-V,Median-Centered,0.163651154,0.458868773,-0.208082955,-0.163651154
Sox2,R,SOX2,V,GBL1103578,Sox2-R-V,0.938477751,261,Sox2-R-V,Median-Centered,-0.145515654,-0.079161228,0.098232505,0.079161228
Src,M,SRC,V,GBL1103624,Src-M-V,0.939467493,262,Src-M-V,Median-Centered,-0.150460219,-0.110846761,0.110846761,0.141280547
Src_pY416,R,SRC,V,GBL1103434,Src_pY416-R-V,0.968418322,263,Src_pY416-R-V,Median-Centered,-0.023178415,-0.102485204,0.026413296,0.023178415
Src_pY527,R,SRC,V,GBL1103435,Src_pY527-R-V,0.966592443,264,Src_pY527-R-V,Median-Centered,-0.413243575,-0.22857821,0.22857821,0.33330485
Stat3,R,STAT3,C,GBL1103516,Stat3-R-C,0.96046552,265,Stat3-R-C,Median-Centered,0.470054196,0.217665119,-0.217665119,-0.303594311
Stat3_pY705,R,STAT3,V,GBL1103436,Stat3_pY705-R-V,0.969511298,266,Stat3_pY705-R-V,Median-Centered,-0.162512774,0.018579432,-0.013656441,0.013656441
Stat5a,R,STAT5A,V,GBL1103437,Stat5a-R-V,0.945932933,267,Stat5a-R-V,Median-Centered,0.18600801,0.02178768,-0.050553197,-0.02178768
Stathmin-1,R,STMN1,V,GBL1103442,Stathmin-1-R-V,0.94362521,268,Stathmin-1-R-V,Median-Centered,-0.021961336,0.021961336,0.174259904,-0.15920986
Syk,M,SYK,V,GBL1103693,Syk-M-V,0.911692441,269,Syk-M-V,Median-Centered,-0.402288105,-0.172175546,0.172175546,0.259067506
Tau,M,MAPT,C,GBL1103625,Tau-M-C,0.828111056,270,Tau-M-C,Median-Centered,-0.22318924,-0.028180121,0.028180121,0.068445715
TAZ,R,WWTR1,V,GBL1103593,TAZ-R-V,0.92791322,271,TAZ-R-V,Median-Centered,0.246287594,-0.041088086,0.041088086,-1.16951321
TFAM,R,TFAM,V,GBL1103538,TFAM-R-V,0.944483104,272,TFAM-R-V,Median-Centered,0.101661019,0.284099778,-0.10493947,-0.101661019
TFRC,R,TFRC,V,GBL1103504,TFRC-R-V,0.962611175,273,TFRC-R-V,Median-Centered,-1.165653991,-0.176847367,0.176847367,0.245033198
TIGAR,R,TIGAR,V,GBL1103489,TIGAR-R-V,0.965633726,274,TIGAR-R-V,Median-Centered,-0.153001839,-0.171693255,0.153001839,0.173290049
Transglutaminase,M,TGM2,V,GBL1103654,Transglutaminase-M-V,0.833281202,275,Transglutaminase-M-V,Median-Centered,0.708634306,0.429212468,-0.429212468,-0.907656519
TRIM25,R,TRIM25,C,GBL1103583,TRIM25-R-C,0.961806941,276,TRIM25-R-C,Median-Centered,0.856623089,0.662402195,-0.662402195,-1.252674693
TSC1,R,TSC1,C,GBL1103496,TSC1-R-C,0.971646278,277,TSC1-R-C,Median-Centered,0.336595737,0.152116918,-0.152116918,-0.198633828
TTF1,R,TTF1,V,GBL1103486,TTF1-R-V,0.936580226,278,TTF1-R-V,Median-Centered,0.147527332,0.058007697,-0.062066952,-0.058007697
Tuberin,R,TSC2,V,GBL1103438,Tuberin-R-V,0.965002004,279,Tuberin-R-V,Median-Centered,0.211367768,0.007293947,-0.007293947,-0.244788967
Tuberin_pT1462,R,TSC2,V,GBL1103439,Tuberin_pT1462-R-V,0.947065218,280,Tuberin_pT1462-R-V,Median-Centered,-0.019960027,-0.001094867,0.048639459,0.001094867
TUFM,R,TUFM,V,GBL1103592,TUFM-R-V,0.942539803,281,TUFM-R-V,Median-Centered,0.175411848,0.055275677,-0.059838799,-0.055275677
TWIST,M,TWIST1,C,GBL1103668,TWIST-M-C,0.823727783,282,TWIST-M-C,Median-Centered,-0.252974683,-0.153944651,0.153944651,0.241359362
Tyro3,R,TYRO3,V,GBL1103485,Tyro3-R-V,0.948899865,283,Tyro3-R-V,Median-Centered,-0.141247244,-0.103316295,0.103316295,0.215824878
U-Histone-H2B,R,HIST1H2BB,C,GBL1103575,U-Histone-H2B-R-C,0.918824243,284,U-Histone-H2B-R-C,Median-Centered,-1.893801421,-1.354440558,2.340601492,1.354440558
UBAC1,R,UBAC1,V,GBL1103530,UBAC1-R-V,0.967404485,285,UBAC1-R-V,Median-Centered,-0.041054761,0.041054761,0.046046474,-0.383371248
UGT1A,M,UGT1A,V,GBL1103695,UGT1A-M-V,0.915322586,286,UGT1A-M-V,Median-Centered,-0.236609482,-0.09072908,0.09072908,0.212423508
ULK1_pS757,R,ULK1,C,GBL1103569,ULK1_pS757-R-C,0.970388745,287,ULK1_pS757-R-C,Median-Centered,0.228994259,-0.110313511,-0.025783583,0.025783583
VASP,R,VASP,V,GBL1103440,VASP-R-V,0.94336038,288,VASP-R-V,Median-Centered,-0.153292725,-0.172255216,0.154339867,0.153292725
VEGFR-2,R,KDR,V,GBL1103441,VEGFR-2-R-V,0.956178437,289,VEGFR-2-R-V,Median-Centered,0.180269924,0.273923264,-0.180269924,-0.213767632
VHL-EPPK1,M,EPPK1,C,GBL1103652,VHL-EPPK1-M-C,0.899458221,290,VHL-EPPK1-M-C,Median-Centered,0.22938811,0.018622814,-0.018622814,-0.937585653
Vimentin,M,VIM,C,GBL1103671,Vimentin-M-C,0.861708621,291,Vimentin-M-C,Median-Centered,-2.595269597,-2.011274318,2.241369508,2.011274318
Wee1,R,WEE1,C,GBL1103587,Wee1-R-C,0.928080008,292,Wee1-R-C,Median-Centered,0.506983302,0.066527012,-0.066527012,-0.132752745
Wee1_pS642,R,WEE1,C,GBL1103598,Wee1_pS642-R-C,0.957567118,293,Wee1_pS642-R-C,Median-Centered,-0.351605704,-0.113512095,0.120658404,0.113512095
WIPI1,R,WIPI1,C,GBL1103701,WIPI1-R-C,0.896677825,294,WIPI1-R-C,Median-Centered,-0.429978421,-0.107074249,0.107074249,0.158425894
WIPI2,R,WIPI2,C,GBL1103571,WIPI2-R-C,0.946581237,295,WIPI2-R-C,Median-Centered,-0.585088914,-0.110585965,0.277292669,0.110585965
XBP-1,G,XBP1,C,GBL1103703,XBP-1-G-C,0.883313555,296,XBP-1-G-C,Median-Centered,-0.036946282,0.004423487,-0.004423487,0.39668241
XPA,M,XPA,V,GBL1103670,XPA-M-V,0.93436561,297,XPA-M-V,Median-Centered,0.751648366,0.299187614,-0.299187614,-0.304304086
XPF,R,ERCC4,C,GBL1103597,XPF-R-C,0.963858075,298,XPF-R-C,Median-Centered,-0.014120859,0.014120859,-0.017005487,0.062399251
XRCC1,R,XRCC1,C,GBL1103462,XRCC1-R-C,0.922085809,299,XRCC1-R-C,Median-Centered,-0.138298296,-0.106630239,0.110652008,0.106630239
YAP,R,YAP1,C,GBL1103605,YAP-R-C,0.950331972,300,YAP-R-C,Median-Centered,0.029645352,0.184406888,-0.029645352,-0.287755523
YAP_pS127,R,YAP1,V,GBL1103450,YAP_pS127-R-V,0.948217473,301,YAP_pS127-R-V,Median-Centered,1.164202888,1.304185786,-1.164202888,-2.648989489
YB1_pS102,R,YBX1,V,GBL1103455,YB1_pS102-R-V,0.970802262,302,YB1_pS102-R-V,Median-Centered,-1.778764312,-0.623894544,0.623894544,1.23967344
ZAP-70,R,ZAP70,C,GBL1103591,ZAP-70-R-C,0.848935646,303,ZAP-70-R-C,Median-Centered,-0.146487285,-0.131569523,0.131569523,0.139451662
