Antibody Name,Antibody Origin,Gene Name,Validation Status,Slide Id,Antibody Name in Heatmap,Probabilities (QC Score),Slide no.,Sample Type,,control,drug-10min,drug-30min,drug-60min
MIF,R,MIF,C,GBL1103613,MIF-R-C,0.924902038,163,MIF-R-C,NormLog2,0.105648618,0.188219228,-0.323823626,-0.37884651
MIG6,M,ERRFI1,V,GBL1103632,MIG6-M-V,0.940768643,164,MIG6-M-V,NormLog2,0.231137759,0.086092906,-0.114725099,-0.355059067
MMP2,R,MMP2,V,GBL1103415,MMP2-R-V,0.940820366,165,MMP2-R-V,NormLog2,-0.065664539,-0.00814872,0.044013409,0.046296697
Mnk1,R,MKNK1,V,GBL1103468,Mnk1-R-V,0.959055829,166,Mnk1-R-V,NormLog2,0.057186868,-0.05595581,0.114827291,-0.293174304
MSH6,R,MSH6,C,GBL1103480,MSH6-R-C,0.970330332,167,MSH6-R-C,NormLog2,0.829358507,0.443139684,-1.16309326,-1.279744625
MSI2,R,MSI2,C,GBL1103579,MSI2-R-C,0.95186111,168,MSI2-R-C,NormLog2,-0.058365961,-0.007575722,0.043128544,-0.005046522
mTOR,R,MTOR,V,GBL1103416,mTOR-R-V,0.968713717,169,mTOR-R-V,NormLog2,0.652099271,0.452293612,-1.208543877,-2.222339184
mTOR_pS2448,R,MTOR,C,GBL1103418,mTOR_pS2448-R-C,0.97181315,170,mTOR_pS2448-R-C,NormLog2,0.362289436,0.262302689,-0.508661157,-1.007204223
Myosin-11,R,MYH11,V,GBL1103679,Myosin-11-R-V,0.934307663,171,Myosin-11-R-V,NormLog2,-0.056242613,0.027598297,-0.012961386,-0.068050452
Myosin-IIa_pS1943,R,MYO2A,V,GBL1103509,Myosin-IIa_pS1943-R-V,0.931651103,172,Myosin-IIa_pS1943-R-V,NormLog2,1.34612704,0.611894649,-2.501669421,-3.410215487
Myt1,R,MYT1,C,GBL1103588,Myt1-R-C,0.957707258,173,Myt1-R-C,NormLog2,0.207456904,0.023965019,-0.007001053,0.017286373
N-Cadherin,R,CDH2,V,GBL1103419,N-Cadherin-R-V,0.864852179,174,N-Cadherin-R-V,NormLog2,-0.03322853,-0.077275649,0.129938454,0.201024253
N-Ras,M,NRAS,V,GBL1103711,N-Ras-M-V,0.861093379,175,N-Ras-M-V,NormLog2,-0.407433114,-0.087832943,0.133885026,0.215386253
NAPSIN-A,R,NAPSA,C,GBL1103532,NAPSIN-A-R-C,0.920376895,176,NAPSIN-A-R-C,NormLog2,0.329128786,0.037358572,-0.65552218,0.027248211
NDRG1_pT346,R,NDRG1,V,GBL1103497,NDRG1_pT346-R-V,0.956721069,177,NDRG1_pT346-R-V,NormLog2,-0.541223182,0.596364578,-0.568290407,-1.200605069
NDUFB4,M,NDUFB4,V,GBL1103666,NDUFB4-M-V,0.881360949,178,NDUFB4-M-V,NormLog2,-0.08545597,-0.130926967,0.215120448,0.230608278
NF-kB-p65_pS536,R,NFKB1,C,GBL1103420,NF-kB-p65_pS536-R-C,0.964786657,179,NF-kB-p65_pS536-R-C,NormLog2,0.042774784,0.07364136,-0.092099546,-0.171908363
Notch1,R,NOTCH1,V,GBL1103481,Notch1-R-V,0.96989984,180,Notch1-R-V,NormLog2,0.225693533,0.020909248,-0.002018649,0.017977983
Notch3,R,NOTCH3,C,GBL1103604,Notch3-R-C,0.946954854,181,Notch3-R-C,NormLog2,-0.222422843,-0.103817542,0.046454585,0.236667804
Oct-4,R,OCT4,C,GBL1103577,Oct-4-R-C,0.939288025,182,Oct-4-R-C,NormLog2,-0.040161464,-0.0633838,0.12532196,0.077821481
P-Cadherin,R,CDH3,C,GBL1103426,P-Cadherin-R-C,0.943466054,183,P-Cadherin-R-C,NormLog2,-0.165568533,-0.239159477,0.090074769,0.397188138
p16INK4a,R,CDKN2A,V,GBL1103525,p16INK4a-R-V,0.897514377,184,p16INK4a-R-V,NormLog2,-0.356174511,-0.170082059,0.262953104,-0.127357628
p21,R,CDKN1A,V,GBL1103603,p21-R-V,0.851860653,185,p21-R-V,NormLog2,-0.353960792,3.97259E-05,0.031282677,0.049432253
p27-Kip-1,R,CDKN1B,V,GBL1103461,p27-Kip-1-R-V,0.948923998,186,p27-Kip-1-R-V,NormLog2,-0.067527768,-0.195839969,0.292901515,0.339457912
p27_pT198,R,CDKN1B,V,GBL1103457,p27_pT198-R-V,0.966423536,187,p27_pT198-R-V,NormLog2,-0.306723561,-0.24628052,0.018809245,0.404773229
p38-MAPK,R,MAPK14,V,GBL1103421,p38-MAPK-R-V,0.967271069,188,p38-MAPK-R-V,NormLog2,0.534049511,0.296405712,-0.606117877,-1.658777531
p38_pT180_Y182,R,MAPK14,V,GBL1103422,p38_pT180_Y182-R-V,0.878077346,189,p38_pT180_Y182-R-V,NormLog2,0.473463493,0.292955406,-0.595845182,-0.685828354
p44-42-MAPK,R,MAPK3,V,GBL1103491,p44-42-MAPK-R-V,0.944276462,190,p44-42-MAPK-R-V,NormLog2,-0.025288889,0.025577132,-0.009640807,-0.735424558
p53,R,TP53,C,GBL1103373,p53-R-C,0.93000125,191,p53-R-C,NormLog2,0.26385794,0.163160058,-0.268213988,-0.606420241
p70-S6K1,R,RPS6KB1,V,GBL1103423,p70-S6K1-R-V,0.961497585,192,p70-S6K1-R-V,NormLog2,0.298566223,0.222054449,-0.40414894,-0.461945539
p70-S6K_pT389,R,RPS6KB1,V,GBL1103424,p70-S6K_pT389-R-V,0.964010679,193,p70-S6K_pT389-R-V,NormLog2,0.152215616,0.084745595,-0.112250235,-0.132962523
p90RSK_pT573,R,RPS6K,C,GBL1103514,p90RSK_pT573-R-C,0.968371256,194,p90RSK_pT573-R-C,NormLog2,0.189298942,-0.364247595,0.311247414,0.520080999
PAI-1,M,SERPINE1,V,GBL1103620,PAI-1-M-V,0.95228827,195,PAI-1-M-V,NormLog2,-0.881526842,-0.469041555,0.170828667,0.608444271
PAICS,R,PAICS,C,GBL1103536,PAICS-R-C,0.965606868,196,PAICS-R-C,NormLog2,0.118970447,0.139817854,-0.219091369,-1.021350179
PAK1,R,PAK1,V,GBL1103590,PAK1-R-V,0.958170281,197,PAK1-R-V,NormLog2,0.631331576,0.208225967,-0.370548879,-0.861702658
PAK4,R,PAK4,V,GBL1103549,PAK4-R-V,0.901064952,198,PAK4-R-V,NormLog2,0.304739394,0.103814285,-0.147900027,-0.141861863
PAR,R,PAR,C,GBL1103546,PAR-R-C,0.951785685,199,PAR-R-C,NormLog2,-1.162950649,-0.952646804,2.758134138,0.496179915
PARP,R,PARP1,V,GBL1103600,PARP-R-V,0.962983865,200,PARP-R-V,NormLog2,0.461866123,-0.16943077,0.223803152,0.318600407
Paxillin,R,PXN,C,GBL1103425,Paxillin-R-C,0.96243545,201,Paxillin-R-C,NormLog2,0.354923295,0.174649535,-0.29332521,-0.749195252
PCNA,M,PCNA,C,GBL1103642,PCNA-M-C,0.918360498,202,PCNA-M-C,NormLog2,0.126652008,0.170801029,-0.284842852,-0.362262196
PD-L1,R,CD274,C,GBL1103580,PD-L1-R-C,0.919036342,203,PD-L1-R-C,NormLog2,-0.109354308,-0.082934774,0.152333993,0.130918571
Pdcd4,R,PDCD4,C,GBL1103454,Pdcd4-R-C,0.960171092,204,Pdcd4-R-C,NormLog2,0.522277558,0.362665227,-0.824712229,-1.296435191
PDGFR-b,R,PDGFR,V,GBL1103523,PDGFR-b-R-V,0.933834882,205,PDGFR-b-R-V,NormLog2,-0.385972698,-0.018889172,0.060435817,0.081432339
PDHK1,R,PDHK1,C,GBL1103700,PDHK1-R-C,0.962849425,206,PDHK1-R-C,NormLog2,-0.242035581,-0.052718198,0.080229186,0.16663166
PDK1,R,PDK1,V,GBL1103427,PDK1-R-V,0.942874399,207,PDK1-R-V,NormLog2,-0.063249545,0.002767172,-0.279896542,0.08342071
PDK1_pS241,R,PDK1,V,GBL1103428,PDK1_pS241-R-V,0.97467871,208,PDK1_pS241-R-V,NormLog2,0.389044186,0.366464427,-0.838643862,-1.082271637
PEA-15,R,PEA15,V,GBL1103469,PEA-15-R-V,0.964477693,209,PEA-15-R-V,NormLog2,0.05758137,0.159309198,-0.259938474,-1.001384404
PEA-15_pS116,R,PEA15,V,GBL1103470,PEA-15_pS116-R-V,0.935759355,210,PEA-15_pS116-R-V,NormLog2,-0.374159796,-0.273821487,0.376977429,0.138625858
PI3K-p110-a,R,PIK3C2A,C,GBL1103453,PI3K-p110-a-R-C,0.967593576,211,PI3K-p110-a-R-C,NormLog2,0.314039023,0.054122108,-0.057708818,-0.1231197
PI3K-p110-b,M,PIK3BC,C,GBL1103665,PI3K-p110-b-M-C,0.927077518,212,PI3K-p110-b-M-C,NormLog2,-0.10322905,-0.107867866,0.177791423,0.241973905
PI3K-p85,R,PIK3R1,V,GBL1103429,PI3K-p85-R-V,0.978363768,213,PI3K-p85-R-V,NormLog2,0.184723544,0.169415684,-0.281807135,-0.605385427
PKA-a,R,PRKAR1A,V,GBL1103576,PKA-a-R-V,0.967861793,214,PKA-a-R-V,NormLog2,-0.019493605,0.088531087,-0.119220495,-0.563549955
PKC-b-II_pS660,R,PRKCB,V,GBL1103501,PKC-b-II_pS660-R-V,0.969527265,215,PKC-b-II_pS660-R-V,NormLog2,0.744339972,0.348191361,-0.773157604,-0.998788871
PKC-delta_pS664,R,PRKCD,V,GBL1103464,PKC-delta_pS664-R-V,0.963257968,216,PKC-delta_pS664-R-V,NormLog2,-0.204510637,-0.052934977,0.110521777,0.031749374
PKCa,R,PRKCA,V,GBL1103508,PKCa-R-V,0.958981114,217,PKCa-R-V,NormLog2,-0.345383803,-0.391353836,0.46699514,0.366824136
PKM2,R,PKM,C,GBL1103472,PKM2-R-C,0.945205213,218,PKM2-R-C,NormLog2,0.541620236,0.435986015,-1.128737314,-2.470961814
PLC-gamma2_pY759,R,PLCG2,C,GBL1103473,PLC-gamma2_pY759-R-C,0.932814329,219,PLC-gamma2_pY759-R-C,NormLog2,-0.16986561,-0.090430404,0.16246234,0.156351237
PLK1,R,PLK1,C,GBL1103447,PLK1-R-C,0.966553744,220,PLK1-R-C,NormLog2,0.518825596,0.05850906,-0.065326809,-0.129321595
PMS2,R,PMS2,V,GBL1103526,PMS2-R-V,0.964918485,221,PMS2-R-V,NormLog2,0.817450535,0.224600231,-0.410456566,-0.625305013
Porin,M,VDAC1,V,GBL1103640,Porin-M-V,0.935747127,222,Porin-M-V,NormLog2,-0.093031575,-0.109999406,0.070597527,0.244752543
PR,R,PGR,V,GBL1103430,PR-R-V,0.9620459,223,PR-R-V,NormLog2,-0.2098173,-0.122411269,0.204326957,0.19289134
PRAS40,M,AKT1S1,C,GBL1103627,PRAS40-M-C,0.933864921,224,PRAS40-M-C,NormLog2,-0.189569089,-0.026511208,0.045766969,0.128324473
PRAS40_pT246,R,AKT1S1,V,GBL1103446,PRAS40_pT246-R-V,0.957313131,225,PRAS40_pT246-R-V,NormLog2,-0.104272426,-0.122042432,0.160060356,0.260275881
PREX1,R,PREX1,V,GBL1103518,PREX1-R-V,0.959098734,226,PREX1-R-V,NormLog2,0.080581869,-0.086783023,0.157549329,0.161674575
PTEN,R,PTEN,V,GBL1103432,PTEN-R-V,0.955263652,227,PTEN-R-V,NormLog2,0.19781547,0.191465755,-0.331260206,-0.429870211
Rab11,R,RAB11A,C,GBL1103487,Rab11-R-C,0.966555415,228,Rab11-R-C,NormLog2,-0.147929958,-0.067584523,0.131199658,0.163829313
Rab25,R,RAB25,V,GBL1103505,Rab25-R-V,0.946713966,229,Rab25-R-V,NormLog2,-0.075765158,-0.149757995,0.238484979,0.102886385
Rad50,M,RAD50,V,GBL1103631,Rad50-M-V,0.937964145,230,Rad50-M-V,NormLog2,-0.100441516,0.097719927,-0.136358782,-0.111456014
Rad51,R,RAD51,V,GBL1103718,Rad51-R-V,0.921391679,231,Rad51-R-V,NormLog2,-0.136018818,0.102928782,-0.146214316,-0.172622471
Raptor,R,RPTOR,V,GBL1103498,Raptor-R-V,0.957214958,232,Raptor-R-V,NormLog2,0.230764854,0.046854327,-0.045226389,-0.190272401
Rb,M,RB1,Q,GBL1103621,Rb-M-Q,0.92696399,233,Rb-M-Q,NormLog2,0.032748298,-0.023895436,0.067985884,0.107605871
RBM15,R,RBM15,V,GBL1103502,RBM15-R-V,0.968727315,234,RBM15-R-V,NormLog2,-0.037057857,0.120118045,-0.17948418,-0.327013691
Rb_pS807_S811,R,RB1,V,GBL1103431,Rb_pS807_S811-R-V,0.96851696,235,Rb_pS807_S811-R-V,NormLog2,0.790545124,0.470344254,-1.303516195,-1.810121021
Rheb,M,RHEB,C,GBL1103628,Rheb-M-C,0.948860387,236,Rheb-M-C,NormLog2,0.291447818,0.184336041,-0.315000512,-0.403719377
Rictor,R,RICTOR,C,GBL1103499,Rictor-R-C,0.965241602,237,Rictor-R-C,NormLog2,0.288237535,0,-0.135668148,0.087764582
Rictor_pT1135,R,RICTOR,V,GBL1103500,Rictor_pT1135-R-V,0.973899381,238,Rictor_pT1135-R-V,NormLog2,-0.105081682,-0.153725479,0.098174023,0.29974109
RIP,R,RIP,C,GBL1103568,RIP-R-C,0.924043565,239,RIP-R-C,NormLog2,0.482155603,0.193303807,-0.335495021,-0.428713734
Rock-1,R,ROCK1,C,GBL1103614,Rock-1-R-C,0.944112283,240,Rock-1-R-C,NormLog2,0.087533398,0.021159583,-0.04588229,0.05399392
RPA32,T,RPA2,C,GBL1103705,RPA32-T-C,0.911913268,241,RPA32-T-C,NormLog2,0.022458481,0.140344942,-0.220173734,-0.371162382
RPA32_pS4_S8,R,RPA2,C,GBL1103615,RPA32_pS4_S8-R-C,0.970968227,242,RPA32_pS4_S8-R-C,NormLog2,0.202774104,0.050941676,-0.052225383,-0.073968216
RSK,R,RPS6KA1,C,GBL1103449,RSK-R-C,0.977103375,243,RSK-R-C,NormLog2,0.144450337,0.222144259,-0.404370802,-0.793271754
S6,M,RPS6,V,GBL1103647,S6-M-V,0.867879294,244,S6-M-V,NormLog2,0.137979228,0.348950141,-0.775802412,-1.394918285
S6_pS235_S236,R,RPS6,V,GBL1103374,S6_pS235_S236-R-V,0.952495659,245,S6_pS235_S236-R-V,NormLog2,1.480369667,0.543666582,-1.78815213,-3.318954696
S6_pS240_S244,R,RPS6,V,GBL1103433,S6_pS240_S244-R-V,0.955581275,246,S6_pS240_S244-R-V,NormLog2,1.263175261,0.45937901,-1.24494093,-2.260613776
SCD,M,SCD,V,GBL1103707,SCD-M-V,0.902003185,247,SCD-M-V,NormLog2,-0.173879953,-0.115364635,0.16371679,0.251704924
SDHA,R,SDHA,V,GBL1103687,SDHA-R-V,0.933615694,248,SDHA-R-V,NormLog2,-0.483593778,-0.178403563,0.067994315,0.329174998
SF2,M,SRSF1,V,GBL1103633,SF2-M-V,0.891558374,249,SF2-M-V,NormLog2,0.01101835,0.077699574,-0.099413389,-0.304981044
Shc_pY317,R,SHC1,V,GBL1103474,Shc_pY317-R-V,0.970197381,250,Shc_pY317-R-V,NormLog2,0.135275919,0.096761217,-0.134556002,-0.285577416
SHP-2_pY542,R,PTPN11,C,GBL1103515,SHP-2_pY542-R-C,0.972836925,251,SHP-2_pY542-R-C,NormLog2,-0.125706408,-0.046591004,0.101408205,-0.010134031
SLC1A5,R,SLC1A5,C,GBL1103535,SLC1A5-R-C,0.954794418,252,SLC1A5-R-C,NormLog2,0.198841063,0.103511737,-0.147323735,-0.243780421
Slfn11,G,SLFN11,C,GBL1103704,Slfn11-G-C,0.930826328,253,Slfn11-G-C,NormLog2,-0.337195457,-0.098446909,0.059608492,0.229578644
Smac,M,DIABLO,Q,GBL1103622,Smac-M-Q,0.953860449,254,Smac-M-Q,NormLog2,-0.27407527,-0.092268591,0.164927357,0.091317255
Smad1,R,SMAD1,V,GBL1103463,Smad1-R-V,0.955111376,255,Smad1-R-V,NormLog2,-0.148447736,-0.123602169,0.205845111,0.250561738
Smad3,R,SMAD3,V,GBL1103451,Smad3-R-V,0.954179258,256,Smad3-R-V,NormLog2,0.253793358,-0.140095942,0.19320222,0.283001892
Smad4,M,SMAD4,V,GBL1103710,Smad4-M-V,0.883092708,257,Smad4-M-V,NormLog2,-0.349684426,-0.275042575,0.299777964,0.4346407
Snail,M,SNAI2,Q,GBL1103623,Snail-M-Q,0.939897598,258,Snail-M-Q,NormLog2,-0.017979982,-0.028433609,0.053260578,0.131193291
SOD1,M,SOD1,V,GBL1103646,SOD1-M-V,0.891508153,259,SOD1-M-V,NormLog2,-0.108664012,-0.031167018,-0.044923452,0.135256037
SOD2,R,SOD2,V,GBL1103686,SOD2-R-V,0.935428701,260,SOD2-R-V,NormLog2,-0.061538002,0.233679616,-0.433272111,-0.388840311
Sox2,R,SOX2,V,GBL1103578,Sox2-R-V,0.938477751,261,Sox2-R-V,NormLog2,-0.125043703,-0.058689277,0.118704456,0.099633179
Src,M,SRC,V,GBL1103624,Src-M-V,0.939467493,262,Src-M-V,NormLog2,-0.116810412,-0.077196954,0.144496568,0.174930354
Src_pY416,R,SRC,V,GBL1103434,Src_pY416-R-V,0.968418322,263,Src_pY416-R-V,NormLog2,0.040499666,-0.038807123,0.090091377,0.086856497
Src_pY527,R,SRC,V,GBL1103435,Src_pY527-R-V,0.966592443,264,Src_pY527-R-V,NormLog2,-0.388341741,-0.203676377,0.253480044,0.358206684
Stat3,R,STAT3,C,GBL1103516,Stat3-R-C,0.96046552,265,Stat3-R-C,NormLog2,0.416800691,0.164411614,-0.270918623,-0.356847816
Stat3_pY705,R,STAT3,V,GBL1103436,Stat3_pY705-R-V,0.969511298,266,Stat3_pY705-R-V,NormLog2,-0.156645428,0.024446778,-0.007789095,0.019523787
Stat5a,R,STAT5A,V,GBL1103437,Stat5a-R-V,0.945932933,267,Stat5a-R-V,NormLog2,0.203747747,0.039527417,-0.03281346,-0.004047944
Stathmin-1,R,STMN1,V,GBL1103442,Stathmin-1-R-V,0.94362521,268,Stathmin-1-R-V,NormLog2,-0.092274166,-0.048351493,0.103947075,-0.229522689
Syk,M,SYK,V,GBL1103693,Syk-M-V,0.911692441,269,Syk-M-V,NormLog2,-0.373848571,-0.143736012,0.200615079,0.28750704
Tau,M,MAPT,C,GBL1103625,Tau-M-C,0.828111056,270,Tau-M-C,NormLog2,-0.204809829,-0.00980071,0.046559533,0.086825126
TAZ,R,WWTR1,V,GBL1103593,TAZ-R-V,0.92791322,271,TAZ-R-V,NormLog2,0.267352028,-0.020023652,0.062152519,-1.148448776
TFAM,R,TFAM,V,GBL1103538,TFAM-R-V,0.944483104,272,TFAM-R-V,NormLog2,-0.032818915,0.149619844,-0.239419404,-0.236140953
TFRC,R,TFRC,V,GBL1103504,TFRC-R-V,0.962611175,273,TFRC-R-V,NormLog2,-1.039788626,-0.050982002,0.302712732,0.370898563
TIGAR,R,TIGAR,V,GBL1103489,TIGAR-R-V,0.965633726,274,TIGAR-R-V,NormLog2,-0.102822521,-0.121513937,0.203181156,0.223469367
Transglutaminase,M,TGM2,V,GBL1103654,Transglutaminase-M-V,0.833281202,275,Transglutaminase-M-V,NormLog2,0.564652296,0.285230457,-0.573194478,-1.05163853
TRIM25,R,TRIM25,C,GBL1103583,TRIM25-R-C,0.961806941,276,TRIM25-R-C,NormLog2,0.585389192,0.391168298,-0.933636093,-1.523908591
TSC1,R,TSC1,C,GBL1103496,TSC1-R-C,0.971646278,277,TSC1-R-C,NormLog2,0.306154838,0.121676018,-0.182557818,-0.229074728
TTF1,R,TTF1,V,GBL1103486,TTF1-R-V,0.936580226,278,TTF1-R-V,NormLog2,0.146656728,0.057137093,-0.062937555,-0.058878301
Tuberin,R,TSC2,V,GBL1103438,Tuberin-R-V,0.965002004,279,Tuberin-R-V,NormLog2,0.221801394,0.017727572,0.003139678,-0.234355342
Tuberin_pT1462,R,TSC2,V,GBL1103439,Tuberin_pT1462-R-V,0.947065218,280,Tuberin_pT1462-R-V,NormLog2,-0.026059852,-0.007194691,0.042539634,-0.005004957
TUFM,R,TUFM,V,GBL1103592,TUFM-R-V,0.942539803,281,TUFM-R-V,NormLog2,0.175460484,0.055324314,-0.059790163,-0.055227041
TWIST,M,TWIST1,C,GBL1103668,TWIST-M-C,0.823727783,282,TWIST-M-C,NormLog2,-0.226790512,-0.127760479,0.180128822,0.267543534
Tyro3,R,TYRO3,V,GBL1103485,Tyro3-R-V,0.948899865,283,Tyro3-R-V,NormLog2,-0.132564471,-0.094633522,0.111999069,0.224507651
U-Histone-H2B,R,HIST1H2BB,C,GBL1103575,U-Histone-H2B-R-C,0.918824243,284,U-Histone-H2B-R-C,NormLog2,-2.190792129,-1.651431266,2.043610783,1.05744985
UBAC1,R,UBAC1,V,GBL1103530,UBAC1-R-V,0.967404485,285,UBAC1-R-V,NormLog2,-0.071896248,0.010213274,0.015204987,-0.414212735
UGT1A,M,UGT1A,V,GBL1103695,UGT1A-M-V,0.915322586,286,UGT1A-M-V,NormLog2,-0.233684986,-0.087804584,0.093653577,0.215348005
ULK1_pS757,R,ULK1,C,GBL1103569,ULK1_pS757-R-C,0.970388745,287,ULK1_pS757-R-C,NormLog2,0.318346545,-0.020961225,0.063568703,0.115135869
VASP,R,VASP,V,GBL1103440,VASP-R-V,0.94336038,288,VASP-R-V,NormLog2,-0.103385888,-0.122348378,0.204246704,0.203199562
VEGFR-2,R,KDR,V,GBL1103441,VEGFR-2-R-V,0.956178437,289,VEGFR-2-R-V,NormLog2,0.076693434,0.170346774,-0.283846414,-0.317344122
VHL-EPPK1,M,EPPK1,C,GBL1103652,VHL-EPPK1-M-C,0.899458221,290,VHL-EPPK1-M-C,NormLog2,0.237110196,0.0263449,-0.010900728,-0.929863568
Vimentin,M,VIM,C,GBL1103671,Vimentin-M-C,0.861708621,291,Vimentin-M-C,NormLog2,-3.32407807,-2.740082792,1.512561034,1.282465845
Wee1,R,WEE1,C,GBL1103587,Wee1-R-C,0.928080008,292,Wee1-R-C,NormLog2,0.502318223,0.061861932,-0.071192091,-0.137417825
Wee1_pS642,R,WEE1,C,GBL1103598,Wee1_pS642-R-C,0.957567118,293,Wee1_pS642-R-C,NormLog2,-0.320563021,-0.082469413,0.151701087,0.144554778
WIPI1,R,WIPI1,C,GBL1103701,WIPI1-R-C,0.896677825,294,WIPI1-R-C,NormLog2,-0.396925557,-0.074021384,0.140127113,0.191478758
WIPI2,R,WIPI2,C,GBL1103571,WIPI2-R-C,0.946581237,295,WIPI2-R-C,NormLog2,-0.62409704,-0.149594091,0.238284542,0.071577838
XBP-1,G,XBP1,C,GBL1103703,XBP-1-G-C,0.883313555,296,XBP-1-G-C,NormLog2,-0.167786806,-0.126417036,-0.13526401,0.265841886
XPA,M,XPA,V,GBL1103670,XPA-M-V,0.93436561,297,XPA-M-V,NormLog2,0.666440558,0.213979805,-0.384395423,-0.389511895
XPF,R,ERCC4,C,GBL1103597,XPF-R-C,0.963858075,298,XPF-R-C,NormLog2,-0.012981294,0.015260425,-0.015865921,0.063538817
XRCC1,R,XRCC1,C,GBL1103462,XRCC1-R-C,0.922085809,299,XRCC1-R-C,NormLog2,-0.107007214,-0.075339157,0.14194309,0.137921321
YAP,R,YAP1,C,GBL1103605,YAP-R-C,0.950331972,300,YAP-R-C,NormLog2,-0.064021417,0.090740118,-0.123312122,-0.381422293
YAP_pS127,R,YAP1,V,GBL1103450,YAP_pS127-R-V,0.948217473,301,YAP_pS127-R-V,NormLog2,0.418143714,0.558126612,-1.910262062,-3.395048663
YB1_pS102,R,YBX1,V,GBL1103455,YB1_pS102-R-V,0.970802262,302,YB1_pS102-R-V,NormLog2,-1.755034212,-0.600164443,0.647624644,1.26340354
ZAP-70,R,ZAP70,C,GBL1103591,ZAP-70-R-C,0.848935646,303,ZAP-70-R-C,NormLog2,-0.109730214,-0.094812452,0.168326595,0.176208733
