Antibody Name,Antibody Origin,Gene Name,Validation Status,Slide Id,Antibody Name in Heatmap,Probabilities (QC Score),Slide no.,Sample Type,,Control cells,ligand control cells,nanoparticle control cells,drug-treated cells
MIG6,M,ERRFI1,V,GBL1102677,MIG6-M-V,0.951087359,162,MIG6-M-V,Median-Centered,0.111019557,0.368042639,-0.111019557,-0.272842026
MMP2,R,MMP2,V,GBL1102457,MMP2-R-V,0.953728971,163,MMP2-R-V,Median-Centered,0.042899436,-0.014959933,0.014959933,-0.15742825
Mnk1,R,MKNK1,V,GBL1102511,Mnk1-R-V,0.974524382,164,Mnk1-R-V,Median-Centered,0.193164772,-0.002904755,0.002904755,-0.801499471
MSH6,R,MSH6,C,GBL1102523,MSH6-R-C,0.972100182,165,MSH6-R-C,Median-Centered,0.030741711,-0.030741711,0.086817759,-1.193334448
MSI2,R,MSI2,C,GBL1102623,MSI2-R-C,0.939549193,166,MSI2-R-C,Median-Centered,0.001121596,-0.059699779,-0.001121596,0.433266645
mTOR,R,MTOR,V,GBL1102458,mTOR-R-V,0.927322178,167,mTOR-R-V,Median-Centered,-0.044831844,0.049708888,0.044831844,-1.656873452
mTOR_pS2448,R,MTOR,C,GBL1102459,mTOR_pS2448-R-C,0.96758071,168,mTOR_pS2448-R-C,Median-Centered,-0.038652197,0.095448896,0.038652197,-1.642204296
Myosin-11,R,MYH11,V,GBL1102547,Myosin-11-R-V,0.946224634,169,Myosin-11-R-V,Median-Centered,-0.064113,-0.101308036,0.064113,0.267188806
Myosin-IIa_pS1943,R,MYO2A,V,GBL1102553,Myosin-IIa_pS1943-R-V,0.924722272,170,Myosin-IIa_pS1943-R-V,Median-Centered,0.068300133,0.159297997,-0.068300133,-2.839892417
Myt1,R,MYT1,C,GBL1102632,Myt1-R-C,0.972178047,171,Myt1-R-C,Median-Centered,0.068823962,-0.068823962,0.139997859,-0.526133917
N-Cadherin,R,CDH2,V,GBL1102460,N-Cadherin-R-V,0.967136424,172,N-Cadherin-R-V,Median-Centered,-0.001759005,-0.008220475,0.001759005,0.340406066
N-Ras,M,NRAS,V,GBL1102705,N-Ras-M-V,0.932787309,173,N-Ras-M-V,Median-Centered,-0.001720993,-0.044161302,0.001720993,0.56523176
NAPSIN-A,R,NAPSA,C,GBL1102576,NAPSIN-A-R-C,0.970354839,174,NAPSIN-A-R-C,Median-Centered,-0.002341095,0.002341095,0.005051588,-0.210146535
NDRG1_pT346,R,NDRG1,V,GBL1102541,NDRG1_pT346-R-V,0.919016165,175,NDRG1_pT346-R-V,Median-Centered,-0.191436532,0.188055729,-0.188055729,0.239400816
NDUFB4,M,NDUFB4,V,GBL1102711,NDUFB4-M-V,0.922017407,176,NDUFB4-M-V,Median-Centered,-0.065622101,-0.014882903,0.014882903,0.710125588
NF-kB-p65_pS536,R,NFKB1,C,GBL1102461,NF-kB-p65_pS536-R-C,0.973969636,177,NF-kB-p65_pS536-R-C,Median-Centered,0.1533706,-0.1533706,0.201518355,-1.663242095
Notch1,R,NOTCH1,V,GBL1102524,Notch1-R-V,0.938190076,178,Notch1-R-V,Median-Centered,0.139730643,0.089797476,-0.089797476,-0.523383692
Notch3,R,NOTCH3,C,GBL1102649,Notch3-R-C,0.954832493,179,Notch3-R-C,Median-Centered,-0.033391261,-0.120361658,0.033391261,0.944867203
Oct-4,R,OCT4,C,GBL1102621,Oct-4-R-C,0.954215772,180,Oct-4-R-C,Median-Centered,0.00271971,0.022381305,-0.00271971,-0.044106138
P-Cadherin,R,CDH3,C,GBL1102468,P-Cadherin-R-C,0.964476498,181,P-Cadherin-R-C,Median-Centered,-0.055258295,0.055258295,-0.166366458,0.503195058
p16INK4a,R,CDKN2A,V,GBL1102569,p16INK4a-R-V,0.91350884,182,p16INK4a-R-V,Median-Centered,-0.092476174,-0.011505446,0.011505446,0.855970507
p21,R,CDKN1A,V,GBL1102648,p21-R-V,0.936356049,183,p21-R-V,Median-Centered,0.024591038,-0.087317007,-0.024591038,0.214233839
p27-Kip-1,R,CDKN1B,V,GBL1102504,p27-Kip-1-R-V,0.959613674,184,p27-Kip-1-R-V,Median-Centered,0.012878745,-0.047727179,-0.012878745,0.217814505
p27_pT198,R,CDKN1B,V,GBL1102500,p27_pT198-R-V,0.967681559,185,p27_pT198-R-V,Median-Centered,-0.048002154,-0.076672194,0.048002154,0.758960886
p38-MAPK,R,MAPK14,V,GBL1102462,p38-MAPK-R-V,0.94873482,186,p38-MAPK-R-V,Median-Centered,-0.078327521,0.078327521,0.275763722,-1.674709807
p38_pT180_Y182,R,MAPK14,V,GBL1102463,p38_pT180_Y182-R-V,0.967500363,187,p38_pT180_Y182-R-V,Median-Centered,0.00603506,-0.00603506,0.310000239,-2.492803904
p44-42-MAPK,R,MAPK3,V,GBL1102535,p44-42-MAPK-R-V,0.948029238,188,p44-42-MAPK-R-V,Median-Centered,0.011068078,-0.011068078,0.146487723,-0.393517752
p53,R,TP53,C,GBL1102419,p53-R-C,0.959966083,189,p53-R-C,Median-Centered,0.10040477,-0.06103858,0.06103858,-1.346750499
p70-S6K1,R,RPS6KB1,V,GBL1102465,p70-S6K1-R-V,0.966907669,190,p70-S6K1-R-V,Median-Centered,0.007561327,0.072999289,-0.007561327,-0.411204484
p70-S6K_pT389,R,RPS6KB1,V,GBL1102466,p70-S6K_pT389-R-V,0.971364721,191,p70-S6K_pT389-R-V,Median-Centered,-0.002987214,0.013250604,0.002987214,-0.136054873
p90RSK_pT573,R,RPS6K,C,GBL1102558,p90RSK_pT573-R-C,0.967407619,192,p90RSK_pT573-R-C,Median-Centered,-0.026165565,0.054436586,0.026165565,-0.243213724
PAI-1,M,SERPINE1,V,GBL1102665,PAI-1-M-V,0.916918747,193,PAI-1-M-V,Median-Centered,-0.109629895,-0.4140556,0.109629895,1.223609184
PAICS,R,PAICS,C,GBL1102580,PAICS-R-C,0.977161815,194,PAICS-R-C,Median-Centered,-0.001861309,0.001861309,0.08788984,-0.765709922
PAK1,R,PAK1,V,GBL1102634,PAK1-R-V,0.965456713,195,PAK1-R-V,Median-Centered,0.084026817,0.189723667,-0.084026817,-0.601803013
PAK4,R,PAK4,V,GBL1102593,PAK4-R-V,0.917098616,196,PAK4-R-V,Median-Centered,-0.006843929,-0.14031291,0.006843929,0.478543003
PAR,R,PAR,C,GBL1102590,PAR-R-C,0.940996994,197,PAR-R-C,Median-Centered,-0.755249708,0.755249708,-1.009924555,1.774034925
PARP,R,PARP1,V,GBL1102644,PARP-R-V,0.950516635,198,PARP-R-V,Median-Centered,0.050265065,-0.005308267,0.005308267,-0.5289291
Paxillin,R,PXN,C,GBL1102467,Paxillin-R-C,0.974302507,199,Paxillin-R-C,Median-Centered,0.214293674,0.15264493,-0.15264493,-1.303658515
PCNA,M,PCNA,C,GBL1102687,PCNA-M-C,0.830795263,200,PCNA-M-C,Median-Centered,-0.075336605,0.075336605,0.090371664,-0.273539731
PD-L1,R,CD274,C,GBL1102624,PD-L1-R-C,0.935059482,201,PD-L1-R-C,Median-Centered,0.000315824,-0.000315824,-0.165155984,0.696734202
Pdcd4,R,PDCD4,C,GBL1102497,Pdcd4-R-C,0.949432865,202,Pdcd4-R-C,Median-Centered,-0.00688345,0.472718558,-0.223515787,0.00688345
PDGFR-b,R,PDGFR,V,GBL1102567,PDGFR-b-R-V,0.966830794,203,PDGFR-b-R-V,Median-Centered,-0.069018108,0.069018108,-0.090761639,0.547252234
PDHK1,R,PDHK1,C,GBL1102611,PDHK1-R-C,0.93925499,204,PDHK1-R-C,Median-Centered,-0.043864645,-0.11822918,0.043864645,0.310428604
PDK1,R,PDK1,V,GBL1102469,PDK1-R-V,0.959469106,205,PDK1-R-V,Median-Centered,0.032964991,-0.032964991,0.17571082,-0.112237088
PDK1_pS241,R,PDK1,V,GBL1102470,PDK1_pS241-R-V,0.971132017,206,PDK1_pS241-R-V,Median-Centered,0.05183285,-0.05183285,0.192335586,-1.494321457
PEA-15,R,PEA15,V,GBL1102512,PEA-15-R-V,0.972488024,207,PEA-15-R-V,Median-Centered,-0.11224087,0.245829169,0.11224087,-0.861983532
PEA-15_pS116,R,PEA15,V,GBL1102513,PEA-15_pS116-R-V,0.945751126,208,PEA-15_pS116-R-V,Median-Centered,-0.043272381,-0.093522025,0.043272381,0.693245982
PI3K-p110-a,R,PIK3C2A,C,GBL1102496,PI3K-p110-a-R-C,0.923027183,209,PI3K-p110-a-R-C,Median-Centered,0.073559531,0.000974265,-0.000974265,-0.194408872
PI3K-p110-b,M,PIK3BC,C,GBL1102710,PI3K-p110-b-M-C,0.914392529,210,PI3K-p110-b-M-C,Median-Centered,-0.095541394,0.014225582,-0.014225582,0.326608289
PI3K-p85,R,PIK3R1,V,GBL1102471,PI3K-p85-R-V,0.960322308,211,PI3K-p85-R-V,Median-Centered,0.012280274,-0.012280274,0.155340724,-0.821294894
PKA-a,R,PRKAR1A,V,GBL1102620,PKA-a-R-V,0.97259285,212,PKA-a-R-V,Median-Centered,0.029417625,-0.029417625,0.247284844,-0.44554762
PKC-b-II_pS660,R,PRKCB,V,GBL1102545,PKC-b-II_pS660-R-V,0.973077791,213,PKC-b-II_pS660-R-V,Median-Centered,-0.000228216,0.000228216,0.047727644,-2.064564079
PKC-delta_pS664,R,PRKCD,V,GBL1102507,PKC-delta_pS664-R-V,0.967280918,214,PKC-delta_pS664-R-V,Median-Centered,-0.049185973,-0.123447706,0.049185973,0.441403391
PKCa,R,PRKCA,V,GBL1102552,PKCa-R-V,0.955610495,215,PKCa-R-V,Median-Centered,0.015731537,-0.015731537,0.135076765,-0.458487829
PKM2,R,PKM,C,GBL1102515,PKM2-R-C,0.948588394,216,PKM2-R-C,Median-Centered,-0.024565504,0.106801471,0.024565504,-2.373467803
PLC-gamma2_pY759,R,PLCG2,C,GBL1102516,PLC-gamma2_pY759-R-C,0.933321024,217,PLC-gamma2_pY759-R-C,Median-Centered,0.005380937,-0.065892811,-0.005380937,0.245860297
PLK1,R,PLK1,C,GBL1102490,PLK1-R-C,0.921688207,218,PLK1-R-C,Median-Centered,0.001995244,-0.170041463,0.1613751,-0.001995244
PMS2,R,PMS2,V,GBL1102570,PMS2-R-V,0.970075287,219,PMS2-R-V,Median-Centered,0.140942054,0.236500595,-0.304145602,-0.140942054
Porin,M,VDAC1,V,GBL1102685,Porin-M-V,0.916524458,220,Porin-M-V,Median-Centered,-0.163481562,-0.08588284,0.08588284,0.916275511
PR,R,PGR,V,GBL1102472,PR-R-V,0.960048848,221,PR-R-V,Median-Centered,0.000626872,-0.060565972,-0.000626872,0.577232876
PRAS40,M,AKT1S1,C,GBL1102739,PRAS40-M-C,0.898969873,222,PRAS40-M-C,Median-Centered,-0.031150498,0.355843981,0.031150498,-0.61058883
PRAS40_pT246,R,AKT1S1,V,GBL1102489,PRAS40_pT246-R-V,0.95977933,223,PRAS40_pT246-R-V,Median-Centered,-0.03900488,0.03900488,-0.163959277,0.143280732
PREX1,R,PREX1,V,GBL1102562,PREX1-R-V,0.959457499,224,PREX1-R-V,Median-Centered,-0.022772124,0.022772124,-0.065048365,0.490228175
PTEN,R,PTEN,V,GBL1102474,PTEN-R-V,0.939765828,225,PTEN-R-V,Median-Centered,-0.044727109,0.044727109,0.057904814,-0.706267485
Rab11,R,RAB11A,C,GBL1102530,Rab11-R-C,0.964088215,226,Rab11-R-C,Median-Centered,-0.05757713,-0.104796767,0.05757713,0.176461234
Rab25,R,RAB25,V,GBL1102549,Rab25-R-V,0.963007657,227,Rab25-R-V,Median-Centered,0.010289009,-0.010289009,-0.160358032,0.537995716
Rad50,M,RAD50,V,GBL1102676,Rad50-M-V,0.948318728,228,Rad50-M-V,Median-Centered,-0.135571606,0.071099961,-0.037108054,0.037108054
Rad51,R,RAD51,V,GBL1102572,Rad51-R-V,0.953215176,229,Rad51-R-V,Median-Centered,0.034758796,-0.116032005,-0.034758796,0.075130981
Raptor,R,RPTOR,V,GBL1102542,Raptor-R-V,0.961948576,230,Raptor-R-V,Median-Centered,0.067127061,0.06796216,-0.083668718,-0.067127061
Rb,M,RB1,Q,GBL1102666,Rb-M-Q,0.922582428,231,Rb-M-Q,Median-Centered,-0.00165278,0.00165278,-0.082663196,0.364916441
RBM15,R,RBM15,V,GBL1102546,RBM15-R-V,0.968994711,232,RBM15-R-V,Median-Centered,0.113154043,0.024101649,-0.024101649,-1.09767852
Rb_pS807_S811,R,RB1,V,GBL1102473,Rb_pS807_S811-R-V,0.956993142,233,Rb_pS807_S811-R-V,Median-Centered,0.068237289,-0.068237289,0.076686706,-2.673668149
Rheb,M,RHEB,C,GBL1102673,Rheb-M-C,0.941135537,234,Rheb-M-C,Median-Centered,-0.021013334,0.021013334,0.126779823,-0.050443434
Rictor,R,RICTOR,C,GBL1102543,Rictor-R-C,0.960690444,235,Rictor-R-C,Median-Centered,0.000455877,0.024954722,-0.219568139,-0.000455877
Rictor_pT1135,R,RICTOR,V,GBL1102544,Rictor_pT1135-R-V,0.966091617,236,Rictor_pT1135-R-V,Median-Centered,-0.038259084,0.038259084,-0.13247232,0.330791813
RIP,R,RIP,C,GBL1102612,RIP-R-C,0.944832906,237,RIP-R-C,Median-Centered,0.222932476,0.075190474,-0.075190474,-1.038075304
Rock-1,R,ROCK1,C,GBL1102659,Rock-1-R-C,0.957111602,238,Rock-1-R-C,Median-Centered,-0.068881997,-0.166641649,0.068881997,0.182607866
RPA32,T,RPA2,C,GBL1102412,RPA32-T-C,0.950469817,239,RPA32-T-C,Median-Centered,-0.068911287,0.068911287,0.115505014,-0.62057433
RPA32_pS4_S8,R,RPA2,C,GBL1102660,RPA32_pS4_S8-R-C,0.961739387,240,RPA32_pS4_S8-R-C,Median-Centered,0.033165552,0.104678757,-0.033165552,-0.357542753
RSK,R,RPS6KA1,C,GBL1102492,RSK-R-C,0.9587241,241,RSK-R-C,Median-Centered,0.007603289,-0.007603289,0.069630632,-0.653106528
S6,M,RPS6,V,GBL1102692,S6-M-V,0.957293917,242,S6-M-V,Median-Centered,-0.010359529,0.126671218,0.010359529,-0.528154923
S6_pS235_S236,R,RPS6,V,GBL1102420,S6_pS235_S236-R-V,0.968003428,243,S6_pS235_S236-R-V,Median-Centered,0.043244257,0.162040632,-0.043244257,-3.437257122
S6_pS240_S244,R,RPS6,V,GBL1102476,S6_pS240_S244-R-V,0.813144607,244,S6_pS240_S244-R-V,Median-Centered,0.163518796,0.178610445,-0.163518796,-2.663865624
SCD,M,SCD,V,GBL1102704,SCD-M-V,0.915034924,245,SCD-M-V,Median-Centered,-0.121705643,0.121705643,-0.197029682,0.311770831
SDHA,R,SDHA,V,GBL1102583,SDHA-R-V,0.961115542,246,SDHA-R-V,Median-Centered,0.024498448,-0.057055084,-0.024498448,0.642220662
SF2,M,SRSF1,V,GBL1102678,SF2-M-V,0.944067983,247,SF2-M-V,Median-Centered,0.066294932,0.103157161,-0.066294932,-0.185470167
Shc_pY317,R,SHC1,V,GBL1102517,Shc_pY317-R-V,0.96620098,248,Shc_pY317-R-V,Median-Centered,0.10491071,0.007427889,-0.007427889,-0.737833203
SHP-2_pY542,R,PTPN11,C,GBL1102559,SHP-2_pY542-R-C,0.968901617,249,SHP-2_pY542-R-C,Median-Centered,0.036258559,-0.036258559,0.051906749,-0.217583931
SHP2,R,PTPN11,S,GBL1102443,SHP2-R-S,0.871913302,250,SHP2-R-S,Median-Centered,0.035649866,-0.035649866,0.075680196,-0.889268859
SLC1A5,R,SLC1A5,C,GBL1102579,SLC1A5-R-C,0.956074152,251,SLC1A5-R-C,Median-Centered,-0.012440994,0.020680812,0.012440994,-0.467409147
Slfn11,G,SLFN11,C,GBL1102720,Slfn11-G-C,0.929909898,252,Slfn11-G-C,Median-Centered,-0.029855316,-0.023111881,0.023111881,0.205681474
Smac,M,DIABLO,Q,GBL1102667,Smac-M-Q,0.94668817,253,Smac-M-Q,Median-Centered,-0.07549747,-0.094613984,0.07549747,0.485488016
Smad1,R,SMAD1,V,GBL1102506,Smad1-R-V,0.961931227,254,Smad1-R-V,Median-Centered,0.041542579,-0.041542579,-0.046515254,0.219804821
Smad3,R,SMAD3,V,GBL1102494,Smad3-R-V,0.94828633,255,Smad3-R-V,Median-Centered,-0.004078685,0.004078685,-0.105804357,0.457922876
Smad4,M,SMAD4,V,GBL1102701,Smad4-M-V,0.922373009,256,Smad4-M-V,Median-Centered,-0.045539633,-0.006689528,0.006689528,1.403225862
Snail,M,SNAI2,Q,GBL1102668,Snail-M-Q,0.938540011,257,Snail-M-Q,Median-Centered,-0.034664632,-0.010273486,0.010273486,0.573373585
SOD1,M,SOD1,V,GBL1102691,SOD1-M-V,0.928807881,258,SOD1-M-V,Median-Centered,-0.014509525,0.014509525,-0.108342483,0.453005085
SOD2,R,SOD2,V,GBL1102581,SOD2-R-V,0.907337801,259,SOD2-R-V,Median-Centered,-0.082167244,0.082167244,0.123985471,-0.59929785
Sox2,R,SOX2,V,GBL1102622,Sox2-R-V,0.952915251,260,Sox2-R-V,Median-Centered,0.011010339,-0.011010339,-0.015926323,0.39306635
Src,M,SRC,V,GBL1102669,Src-M-V,0.951794709,261,Src-M-V,Median-Centered,-0.026359824,-0.016140206,0.016140206,0.612711596
Src_pY416,R,SRC,V,GBL1102477,Src_pY416-R-V,0.958219863,262,Src_pY416-R-V,Median-Centered,0.095029922,-0.05065956,0.05065956,-1.187234495
Src_pY527,R,SRC,V,GBL1102752,Src_pY527-R-V,0.940639267,263,Src_pY527-R-V,Median-Centered,-0.174205088,0.114702127,-0.114702127,0.323594671
Stat3,R,STAT3,C,GBL1102560,Stat3-R-C,0.923971946,264,Stat3-R-C,Median-Centered,0.034518523,0.090549082,-0.034518523,-0.483000255
Stat3_pY705,R,STAT3,V,GBL1102479,Stat3_pY705-R-V,0.948651198,265,Stat3_pY705-R-V,Median-Centered,0.029008012,-0.029008012,-0.099451523,0.109498435
Stat5a,R,STAT5A,V,GBL1102480,Stat5a-R-V,0.943132595,266,Stat5a-R-V,Median-Centered,-0.029783202,0.029783202,-0.084467435,0.190860207
Stathmin-1,R,STMN1,V,GBL1102485,Stathmin-1-R-V,0.964224234,267,Stathmin-1-R-V,Median-Centered,-0.015759004,-0.024067437,0.015759004,0.236914318
Syk,M,SYK,V,GBL1102702,Syk-M-V,0.907040396,268,Syk-M-V,Median-Centered,-0.282069558,0.282069558,-0.388683206,0.779995123
Tau,M,MAPT,C,GBL1102670,Tau-M-C,0.925553503,269,Tau-M-C,Median-Centered,-0.046326124,0.046326124,-0.087617851,0.160921855
TAZ,R,WWTR1,V,GBL1102637,TAZ-R-V,0.972295237,270,TAZ-R-V,Median-Centered,0.092600324,-0.092600324,0.281716496,-1.379252276
TFAM,R,TFAM,V,GBL1102582,TFAM-R-V,0.966173178,271,TFAM-R-V,Median-Centered,-0.02091189,-0.057898022,0.02091189,0.389017147
TFRC,R,TFRC,V,GBL1102548,TFRC-R-V,0.965156131,272,TFRC-R-V,Median-Centered,0.019644472,-0.019644472,-0.036391723,0.753384577
TIGAR,R,TIGAR,V,GBL1102533,TIGAR-R-V,0.958604844,273,TIGAR-R-V,Median-Centered,-0.033250476,-0.00797149,0.00797149,0.609328937
Transglutaminase,M,TGM2,V,GBL1102699,Transglutaminase-M-V,0.927213772,274,Transglutaminase-M-V,Median-Centered,0.22042075,0.245248255,-0.22042075,-1.072417899
TRIM25,R,TRIM25,C,GBL1102627,TRIM25-R-C,0.912433083,275,TRIM25-R-C,Median-Centered,-0.031479129,0.031479129,0.196807818,-1.361185992
TSC1,R,TSC1,C,GBL1102540,TSC1-R-C,0.965038373,276,TSC1-R-C,Median-Centered,0.01689933,0.017888371,-0.01689933,-0.29378619
TTF1,R,TTF1,V,GBL1102529,TTF1-R-V,0.96283468,277,TTF1-R-V,Median-Centered,-0.029065099,-0.058137001,0.029065099,0.07745443
Tuberin,R,TSC2,V,GBL1102481,Tuberin-R-V,0.914175959,278,Tuberin-R-V,Median-Centered,0.038298272,-0.027774799,0.027774799,-1.525200744
Tuberin_pT1462,R,TSC2,V,GBL1102482,Tuberin_pT1462-R-V,0.899557974,279,Tuberin_pT1462-R-V,Median-Centered,0.020751379,-0.073845882,0.026455885,-0.020751379
TUFM,R,TUFM,V,GBL1102636,TUFM-R-V,0.95673918,280,TUFM-R-V,Median-Centered,0.106814668,0.092252401,-0.092252401,-0.111725031
TWIST,M,TWIST1,C,GBL1102713,TWIST-M-C,0.918392235,281,TWIST-M-C,Median-Centered,-0.01940013,0.01940013,-0.051831628,0.634382794
Tyro3,R,TYRO3,V,GBL1102528,Tyro3-R-V,0.960781043,282,Tyro3-R-V,Median-Centered,-0.010317569,-0.093494303,0.010317569,0.337930704
U-Histone-H2B,R,HIST1H2BB,C,GBL1102619,U-Histone-H2B-R-C,0.929861534,283,U-Histone-H2B-R-C,Median-Centered,-0.122754847,0.120909069,-0.120909069,2.792540529
UBAC1,R,UBAC1,V,GBL1102574,UBAC1-R-V,0.953848322,284,UBAC1-R-V,Median-Centered,-0.010290503,0.010290503,0.090328852,-0.5388475
UGT1A,M,UGT1A,V,GBL1102709,UGT1A-M-V,0.911555528,285,UGT1A-M-V,Median-Centered,-0.083012843,0.083012843,-0.142014757,0.585984848
ULK1_pS757,R,ULK1,C,GBL1102613,ULK1_pS757-R-C,0.967557525,286,ULK1_pS757-R-C,Median-Centered,0.078703438,0.107757588,-0.078703438,-0.390310528
VASP,R,VASP,V,GBL1102483,VASP-R-V,0.94709443,287,VASP-R-V,Median-Centered,-0.008115826,0.007845793,-0.007845793,0.071298239
VEGFR-2,R,KDR,V,GBL1102753,VEGFR-2-R-V,0.904265319,288,VEGFR-2-R-V,Median-Centered,0.003235968,0.111849321,-0.003235968,-0.124142004
VHL-EPPK1,M,EPPK1,C,GBL1102442,VHL-EPPK1-M-C,0.826118082,289,VHL-EPPK1-M-C,Median-Centered,-0.387387156,0.217273487,-0.217273487,1.489674376
Vimentin,M,VIM,C,GBL1102716,Vimentin-M-C,0.92185613,290,Vimentin-M-C,Median-Centered,-0.218607666,0.114818222,-0.114818222,2.164299496
Wee1,R,WEE1,C,GBL1102631,Wee1-R-C,0.946234722,291,Wee1-R-C,Median-Centered,0.110647854,0.039888392,-0.039888392,-0.252816719
Wee1_pS642,R,WEE1,C,GBL1102642,Wee1_pS642-R-C,0.957326002,292,Wee1_pS642-R-C,Median-Centered,-0.035138517,-0.115380407,0.066175467,0.035138517
WIPI1,R,WIPI1,C,GBL1102614,WIPI1-R-C,0.866046958,293,WIPI1-R-C,Median-Centered,-0.173770692,0.173770692,-0.274668732,1.655445345
WIPI2,R,WIPI2,C,GBL1102615,WIPI2-R-C,0.936055597,294,WIPI2-R-C,Median-Centered,-0.048448722,-0.107708791,0.048448722,0.099920092
XBP-1,G,XBP1,C,GBL1102719,XBP-1-G-C,0.883277395,295,XBP-1-G-C,Median-Centered,0.001721225,-0.004973649,-0.001721225,0.268369595
XPA,M,XPA,V,GBL1102715,XPA-M-V,0.959365086,296,XPA-M-V,Median-Centered,0.165214891,0.257297239,-0.165214891,-0.810630858
XPF,R,ERCC4,C,GBL1102641,XPF-R-C,0.949545729,297,XPF-R-C,Median-Centered,-0.004884701,0.004884701,-0.074516769,0.110543558
XRCC1,R,XRCC1,C,GBL1102505,XRCC1-R-C,0.964887349,298,XRCC1-R-C,Median-Centered,0.017689622,-0.129627618,-0.017689622,0.018781111
YAP,R,YAP1,C,GBL1102650,YAP-R-C,0.954579463,299,YAP-R-C,Median-Centered,0.072782152,0.032885221,-0.032885221,-0.872013955
YAP_pS127,R,YAP1,V,GBL1102493,YAP_pS127-R-V,0.92184027,300,YAP_pS127-R-V,Median-Centered,0.019051306,-0.019051306,0.525455149,-2.366063298
YB1_pS102,R,YBX1,V,GBL1102498,YB1_pS102-R-V,0.960426592,301,YB1_pS102-R-V,Median-Centered,-0.001047532,0.001047532,-0.189908504,0.793106669
ZAP-70,R,ZAP70,C,GBL1102635,ZAP-70-R-C,0.865891737,302,ZAP-70-R-C,Median-Centered,0.027232417,-0.027232417,-0.136282056,0.16684587
