Antibody Name,Antibody Origin,Gene Name,Validation Status,Slide Id,Antibody Name in Heatmap,Probabilities (QC Score),Slide no.,Sample Type,,Control cells,ligand control cells,nanoparticle control cells,drug-treated cells
MSI2,R,MSI2,C,GBL1102623,MSI2-R-C,0.939549193,166,MSI2-R-C,NormLinear,1.014738558,0.972848256,1.013162004,1.369124005
mTOR,R,MTOR,V,GBL1102458,mTOR-R-V,0.927322178,167,mTOR-R-V,NormLinear,0.962341617,1.02751664,1.024048975,0.314815705
mTOR_pS2448,R,MTOR,C,GBL1102459,mTOR_pS2448-R-C,0.96758071,168,mTOR_pS2448-R-C,NormLinear,0.966028805,1.060128543,1.019203761,0.31788702
Myosin-11,R,MYH11,V,GBL1102547,Myosin-11-R-V,0.946224634,169,Myosin-11-R-V,NormLinear,0.965403845,0.940832264,1.055137106,1.214621055
Myosin-IIa_pS1943,R,MYO2A,V,GBL1102553,Myosin-IIa_pS1943-R-V,0.924722272,170,Myosin-IIa_pS1943-R-V,NormLinear,1.029186597,1.096193464,0.936210148,0.137101097
Myt1,R,MYT1,C,GBL1102632,Myt1-R-C,0.972178047,171,Myt1-R-C,NormLinear,1.020648275,0.927769203,1.072263651,0.67573426
N-Cadherin,R,CDH2,V,GBL1102460,N-Cadherin-R-V,0.967136424,172,N-Cadherin-R-V,NormLinear,0.991758536,0.98732663,0.994179889,1.257210203
N-Ras,M,NRAS,V,GBL1102705,N-Ras-M-V,0.932787309,173,N-Ras-M-V,NormLinear,1.005793137,0.9766363,1.008195626,1.489973186
NAPSIN-A,R,NAPSA,C,GBL1102576,NAPSIN-A-R-C,0.970354839,174,NAPSIN-A-R-C,NormLinear,0.98681701,0.990024875,0.991886653,0.85443879
NDRG1_pT346,R,NDRG1,V,GBL1102541,NDRG1_pT346-R-V,0.919016165,175,NDRG1_pT346-R-V,NormLinear,0.988006102,1.285281275,0.990324105,1.331847782
NDUFB4,M,NDUFB4,V,GBL1102711,NDUFB4-M-V,0.922017407,176,NDUFB4-M-V,NormLinear,0.965074283,0.9996196,1.020458068,1.652281598
NF-kB-p65_pS536,R,NFKB1,C,GBL1102461,NF-kB-p65_pS536-R-C,0.973969636,177,NF-kB-p65_pS536-R-C,NormLinear,1.093004744,0.883657046,1.130097633,0.31028954
Notch1,R,NOTCH1,V,GBL1102524,Notch1-R-V,0.938190076,178,Notch1-R-V,NormLinear,1.079858994,1.043123355,0.921026659,0.68194562
Notch3,R,NOTCH3,C,GBL1102649,Notch3-R-C,0.954832493,179,Notch3-R-C,NormLinear,1.003018014,0.944339237,1.050539231,1.976031549
Oct-4,R,OCT4,C,GBL1102621,Oct-4-R-C,0.954215772,180,Oct-4-R-C,NormLinear,0.990618782,1.004211725,0.986890867,0.95898226
P-Cadherin,R,CDH3,C,GBL1102468,P-Cadherin-R-C,0.964476498,181,P-Cadherin-R-C,NormLinear,1.021735678,1.103080906,0.946001159,1.504699474
p16INK4a,R,CDKN2A,V,GBL1102569,p16INK4a-R-V,0.91350884,182,p16INK4a-R-V,NormLinear,0.958065959,1.01337463,1.02966748,1.848869721
p21,R,CDKN1A,V,GBL1102648,p21-R-V,0.936356049,183,p21-R-V,NormLinear,1.049976525,0.971609855,1.014785631,1.1974786
p27-Kip-1,R,CDKN1B,V,GBL1102504,p27-Kip-1-R-V,0.959613674,184,p27-Kip-1-R-V,NormLinear,1.021967635,0.979925234,1.003883613,1.177955687
p27_pT198,R,CDKN1B,V,GBL1102500,p27_pT198-R-V,0.967681559,185,p27_pT198-R-V,NormLinear,0.972198105,0.953068746,1.039094261,1.700884606
p38-MAPK,R,MAPK14,V,GBL1102462,p38-MAPK-R-V,0.94873482,186,p38-MAPK-R-V,NormLinear,0.882875056,0.98414052,1.128473415,0.291971388
p38_pT180_Y182,R,MAPK14,V,GBL1102463,p38_pT180_Y182-R-V,0.967500363,187,p38_pT180_Y182-R-V,NormLinear,0.902928264,0.895405545,1.114694567,0.159745181
p44-42-MAPK,R,MAPK3,V,GBL1102535,p44-42-MAPK-R-V,0.948029238,188,p44-42-MAPK-R-V,NormLinear,0.957780131,0.943196491,1.052037447,0.723558005
p53,R,TP53,C,GBL1102419,p53-R-C,0.959966083,189,p53-R-C,NormLinear,1.066788475,0.953847672,1.038073038,0.391238127
p70-S6K1,R,RPS6KB1,V,GBL1102465,p70-S6K1-R-V,0.966907669,190,p70-S6K1-R-V,NormLinear,0.993484568,1.039584786,0.98312503,0.743190339
p70-S6K_pT389,R,RPS6KB1,V,GBL1102466,p70-S6K_pT389-R-V,0.971364721,191,p70-S6K_pT389-R-V,NormLinear,0.987237421,0.99841174,0.991334204,0.900252326
p90RSK_pT573,R,RPS6K,C,GBL1102558,p90RSK_pT573-R-C,0.967407619,192,p90RSK_pT573-R-C,NormLinear,0.973468489,1.029403316,1.009427513,0.837498218
PAI-1,M,SERPINE1,V,GBL1102665,PAI-1-M-V,0.916918747,193,PAI-1-M-V,NormLinear,1.028232454,0.832626135,1.197002564,2.590814155
PAICS,R,PAICS,C,GBL1102580,PAICS-R-C,0.977161815,194,PAICS-R-C,NormLinear,0.962315513,0.964801803,1.024083278,0.566729921
PAK1,R,PAK1,V,GBL1102634,PAK1-R-V,0.965456713,195,PAK1-R-V,NormLinear,1.03834684,1.117275738,0.924172968,0.645486398
PAK4,R,PAK4,V,GBL1102593,PAK4-R-V,0.917098616,196,PAK4-R-V,NormLinear,1.038045818,0.946320736,1.047941354,1.453223958
PAR,R,PAR,C,GBL1102590,PAR-R-C,0.940996994,197,PAR-R-C,NormLinear,0.737847906,2.102192498,0.618446421,4.259487923
PARP,R,PARP1,V,GBL1102644,PARP-R-V,0.950516635,198,PARP-R-V,NormLinear,1.025904122,0.987137237,0.994428196,0.686676141
Paxillin,R,PXN,C,GBL1102467,Paxillin-R-C,0.974302507,199,Paxillin-R-C,NormLinear,1.126489352,1.079366587,0.873509363,0.393348909
PCNA,M,PCNA,C,GBL1102687,PCNA-M-C,0.830795263,200,PCNA-M-C,NormLinear,0.939586884,1.043023519,1.053950235,0.818977291
PD-L1,R,CD274,C,GBL1102624,PD-L1-R-C,0.935059482,201,PD-L1-R-C,NormLinear,1.039280733,1.03882581,0.926661028,1.68413033
Pdcd4,R,PDCD4,C,GBL1102497,Pdcd4-R-C,0.949432865,202,Pdcd4-R-C,NormLinear,1.052418523,1.467449194,0.905681824,1.062509284
PDGFR-b,R,PDGFR,V,GBL1102567,PDGFR-b-R-V,0.966830794,203,PDGFR-b-R-V,NormLinear,0.995442484,1.095391113,0.980552196,1.52592093
PDHK1,R,PDHK1,C,GBL1102611,PDHK1-R-C,0.93925499,204,PDHK1-R-C,NormLinear,0.991652791,0.941832522,1.053825701,1.26768845
PDK1,R,PDK1,V,GBL1102469,PDK1-R-V,0.959469106,205,PDK1-R-V,NormLinear,0.971197256,0.927813195,1.072205975,0.87820775
PDK1_pS241,R,PDK1,V,GBL1102470,PDK1_pS241-R-V,0.971132017,206,PDK1_pS241-R-V,NormLinear,0.98543675,0.917111775,1.086236251,0.337434847
PEA-15,R,PEA15,V,GBL1102512,PEA-15-R-V,0.972488024,207,PEA-15-R-V,NormLinear,0.921933536,1.181651568,1.077147929,0.548282751
PEA-15_pS116,R,PEA15,V,GBL1102513,PEA-15_pS116-R-V,0.945751126,208,PEA-15_pS116-R-V,NormLinear,0.983083869,0.949432119,1.043862122,1.637965272
PI3K-p110-a,R,PIK3C2A,C,GBL1102496,PI3K-p110-a-R-C,0.923027183,209,PI3K-p110-a-R-C,NormLinear,1.041999092,0.990870727,0.989533342,0.865367964
PI3K-p110-b,M,PIK3BC,C,GBL1102710,PI3K-p110-b-M-C,0.914392529,210,PI3K-p110-b-M-C,NormLinear,0.964832438,1.041106238,1.020775868,1.292800803
PI3K-p85,R,PIK3R1,V,GBL1102471,PI3K-p85-R-V,0.960322308,211,PI3K-p85-R-V,NormLinear,0.956313346,0.940170792,1.05600434,0.536622759
PKA-a,R,PRKAR1A,V,GBL1102620,PKA-a-R-V,0.97259285,212,PKA-a-R-V,NormLinear,0.945056071,0.907290579,1.099112494,0.679952838
PKC-b-II_pS660,R,PRKCB,V,GBL1102545,PKC-b-II_pS660-R-V,0.973077791,213,PKC-b-II_pS660-R-V,NormLinear,0.975845235,0.976154016,1.008827932,0.233321054
PKC-delta_pS664,R,PRKCD,V,GBL1102507,PKC-delta_pS664-R-V,0.967280918,214,PKC-delta_pS664-R-V,NormLinear,0.988245522,0.938663318,1.05798074,1.38850347
PKCa,R,PRKCA,V,GBL1102552,PKCa-R-V,0.955610495,215,PKCa-R-V,NormLinear,0.966064286,0.945223909,1.049379367,0.695427361
PKM2,R,PKM,C,GBL1102515,PKM2-R-C,0.948588394,216,PKM2-R-C,NormLinear,0.97442075,1.067313306,1.008176177,0.191274236
PLC-gamma2_pY759,R,PLCG2,C,GBL1102516,PLC-gamma2_pY759-R-C,0.933321024,217,PLC-gamma2_pY759-R-C,NormLinear,1.021510542,0.972270965,1.013918871,1.206797366
PLK1,R,PLK1,C,GBL1102490,PLK1-R-C,0.921688207,218,PLK1-R-C,NormLinear,1.003567614,0.890755329,1.120791311,1.000795587
PMS2,R,PMS2,V,GBL1102570,PMS2-R-V,0.970075287,219,PMS2-R-V,NormLinear,1.117164289,1.193666571,0.820601505,0.918885657
Porin,M,VDAC1,V,GBL1102685,Porin-M-V,0.916524458,220,Porin-M-V,NormLinear,0.914446144,0.964978586,1.086986869,1.932846654
PR,R,PGR,V,GBL1102472,PR-R-V,0.960048848,221,PR-R-V,NormLinear,1.014575982,0.972441973,1.013694669,1.513074389
PRAS40,M,AKT1S1,C,GBL1102739,PRAS40-M-C,0.898969873,222,PRAS40-M-C,NormLinear,0.970500165,1.269090403,1.013328091,0.649482263
PRAS40_pT246,R,AKT1S1,V,GBL1102489,PRAS40_pT246-R-V,0.95977933,223,PRAS40_pT246-R-V,NormLinear,1.025785605,1.082779134,0.940679281,1.163938509
PREX1,R,PREX1,V,GBL1102562,PREX1-R-V,0.959457499,224,PREX1-R-V,NormLinear,1.001506124,1.033626879,0.972584162,1.429164063
PTEN,R,PTEN,V,GBL1102474,PTEN-R-V,0.939765828,225,PTEN-R-V,NormLinear,0.958469194,1.019780167,1.029137602,0.605947031
Rab11,R,RAB11A,C,GBL1102530,Rab11-R-C,0.964088215,226,Rab11-R-C,NormLinear,0.973081882,0.941748331,1.053936082,1.14446352
Rab25,R,RAB25,V,GBL1102549,Rab25-R-V,0.963007657,227,Rab25-R-V,NormLinear,1.049376765,1.034515122,0.932312627,1.512819075
Rad50,M,RAD50,V,GBL1102676,Rad50-M-V,0.948318728,228,Rad50-M-V,NormLinear,0.959714294,1.107532054,1.027501456,1.081742071
Rad51,R,RAD51,V,GBL1102572,Rad51-R-V,0.953215176,229,Rad51-R-V,NormLinear,1.072506575,0.966067359,1.022052212,1.102943338
Raptor,R,RPTOR,V,GBL1102542,Raptor-R-V,0.961948576,230,Raptor-R-V,NormLinear,1.034372396,1.034971312,0.931714532,0.942458866
Rb,M,RB1,Q,GBL1102666,Rb-M-Q,0.922582428,231,Rb-M-Q,NormLinear,1.012909271,1.01523275,0.957599655,1.305926929
RBM15,R,RBM15,V,GBL1102546,RBM15-R-V,0.968994711,232,RBM15-R-V,NormLinear,1.068538262,1.004575625,0.971565305,0.461629078
Rb_pS807_S811,R,RB1,V,GBL1102473,Rb_pS807_S811-R-V,0.956993142,233,Rb_pS807_S811-R-V,NormLinear,1.040947775,0.946991322,1.04706217,0.155608444
Rheb,M,RHEB,C,GBL1102673,Rheb-M-C,0.941135537,234,Rheb-M-C,NormLinear,0.944957298,0.972889399,1.046893147,0.92587603
Rictor,R,RICTOR,C,GBL1102543,Rictor-R-C,0.960690444,235,Rictor-R-C,NormLinear,1.053397386,1.071438194,0.904395531,1.052731871
Rictor_pT1135,R,RICTOR,V,GBL1102544,Rictor_pT1135-R-V,0.966091617,236,Rictor_pT1135-R-V,NormLinear,1.016784914,1.072169276,0.952506798,1.313180678
RIP,R,RIP,C,GBL1102612,RIP-R-C,0.944832906,237,RIP-R-C,NormLinear,1.146172189,1.034606237,0.932193169,0.478243086
Rock-1,R,ROCK1,C,GBL1102659,Rock-1-R-C,0.957111602,238,Rock-1-R-C,NormLinear,0.984201546,0.919719629,1.08281718,1.171628792
RPA32,T,RPA2,C,GBL1102412,RPA32-T-C,0.950469817,239,RPA32-T-C,NormLinear,0.933973158,1.027597701,1.06132705,0.637187535
RPA32_pS4_S8,R,RPA2,C,GBL1102660,RPA32_pS4_S8-R-C,0.961739387,240,RPA32_pS4_S8-R-C,NormLinear,1.008593416,1.0598484,0.963270981,0.769309702
RSK,R,RPS6KA1,C,GBL1102492,RSK-R-C,0.9587241,241,RSK-R-C,NormLinear,0.977524474,0.967275089,1.020468798,0.618349717
S6,M,RPS6,V,GBL1102692,S6-M-V,0.957293917,242,S6-M-V,NormLinear,0.98286403,1.080796194,0.997081135,0.686469895
S6_pS235_S236,R,RPS6,V,GBL1102420,S6_pS235_S236-R-V,0.968003428,243,S6_pS235_S236-R-V,NormLinear,1.01451806,1.101592714,0.955485598,0.09089175
S6_pS240_S244,R,RPS6,V,GBL1102476,S6_pS240_S244-R-V,0.813144607,244,S6_pS240_S244-R-V,NormLinear,1.084022498,1.095421687,0.864152062,0.152725226
SCD,M,SCD,V,GBL1102704,SCD-M-V,0.915034924,245,SCD-M-V,NormLinear,1.011238261,1.197092174,0.959795475,1.365661023
SDHA,R,SDHA,V,GBL1102583,SDHA-R-V,0.961115542,246,SDHA-R-V,NormLinear,1.03763708,0.980607981,1.002988486,1.592202856
SF2,M,SRSF1,V,GBL1102678,SF2-M-V,0.944067983,247,SF2-M-V,NormLinear,1.02801598,1.054621213,0.937748417,0.863397962
Shc_pY317,R,SHC1,V,GBL1102517,Shc_pY317-R-V,0.96620098,248,Shc_pY317-R-V,NormLinear,1.064235996,0.994701312,0.984511189,0.593398915
SHP-2_pY542,R,PTPN11,C,GBL1102559,SHP-2_pY542-R-C,0.968901617,249,SHP-2_pY542-R-C,NormLinear,1.013700086,0.96400582,1.024755028,0.850149453
SHP2,R,PTPN11,S,GBL1102443,SHP2-R-S,0.871913302,250,SHP2-R-S,NormLinear,1.005557274,0.957069451,1.033849071,0.529637263
SLC1A5,R,SLC1A5,C,GBL1102579,SLC1A5-R-C,0.956074152,251,SLC1A5-R-C,NormLinear,0.981628216,1.004425409,0.998705079,0.716123577
Slfn11,G,SLFN11,C,GBL1102720,Slfn11-G-C,0.929909898,252,Slfn11-G-C,NormLinear,0.973279184,0.977839128,1.009676272,1.145885104
Smac,M,DIABLO,Q,GBL1102667,Smac-M-Q,0.94668817,253,Smac-M-Q,NormLinear,0.951952581,0.939421882,1.056986212,1.404393382
Smad1,R,SMAD1,V,GBL1102506,Smad1-R-V,0.961931227,254,Smad1-R-V,NormLinear,1.050561545,0.991768647,0.988356108,1.188731529
Smad3,R,SMAD3,V,GBL1102494,Smad3-R-V,0.94828633,255,Smad3-R-V,NormLinear,1.018987522,1.02476546,0.949612423,1.403605928
Smad4,M,SMAD4,V,GBL1102701,Smad4-M-V,0.922373009,256,Smad4-M-V,NormLinear,0.973498835,1.000070193,1.009387635,2.657402304
Snail,M,SNAI2,Q,GBL1102668,Snail-M-Q,0.938540011,257,Snail-M-Q,NormLinear,0.97566805,0.992303562,1.006537141,1.487098807
SOD1,M,SOD1,V,GBL1102691,SOD1-M-V,0.928807881,258,SOD1-M-V,NormLinear,1.016673367,1.037330271,0.952653378,1.405780024
SOD2,R,SOD2,V,GBL1102581,SOD2-R-V,0.907337801,259,SOD2-R-V,NormLinear,0.927444104,1.039339312,1.06990667,0.64806105
Sox2,R,SOX2,V,GBL1102622,Sox2-R-V,0.952915251,260,Sox2-R-V,NormLinear,1.007005609,0.991751817,0.988378174,1.312327437
Src,M,SRC,V,GBL1102669,Src-M-V,0.951794709,261,Src-M-V,NormLinear,0.976393131,0.983334161,1.005584335,1.520562873
Src_pY416,R,SRC,V,GBL1102477,Src_pY416-R-V,0.958219863,262,Src_pY416-R-V,NormLinear,1.062084589,0.960068461,1.029917168,0.436675731
Src_pY527,R,SRC,V,GBL1102752,Src_pY527-R-V,0.940639267,263,Src_pY527-R-V,NormLinear,0.971333463,1.186692202,1.012233081,1.371579577
Stat3,R,STAT3,C,GBL1102560,Stat3-R-C,0.923971946,264,Stat3-R-C,NormLinear,1.009389517,1.049362812,0.96222485,0.705131498
Stat3_pY705,R,STAT3,V,GBL1102479,Stat3_pY705-R-V,0.948651198,265,Stat3_pY705-R-V,NormLinear,1.052632414,1.01114206,0.962956271,1.113029745
Stat5a,R,STAT5A,V,GBL1102480,Stat5a-R-V,0.943132595,266,Stat5a-R-V,NormLinear,1.00516417,1.047534352,0.967777242,1.171270713
Stathmin-1,R,STMN1,V,GBL1102485,Stathmin-1-R-V,0.964224234,267,Stathmin-1-R-V,NormLinear,0.984092854,0.978441784,1.005828516,1.172460789
Syk,M,SYK,V,GBL1102702,Syk-M-V,0.907040396,268,Syk-M-V,NormLinear,1.020419606,1.508695482,0.947730567,2.130551912
Tau,M,MAPT,C,GBL1102670,Tau-M-C,0.925553503,269,Tau-M-C,NormLinear,1.001215672,1.067625025,0.972965836,1.155887315
TAZ,R,WWTR1,V,GBL1102637,TAZ-R-V,0.972295237,270,TAZ-R-V,NormLinear,0.99801484,0.877780742,1.13780186,0.359803362
TFAM,R,TFAM,V,GBL1102582,TFAM-R-V,0.966173178,271,TFAM-R-V,NormLinear,0.991910155,0.966803918,1.021086535,1.317872127
TFRC,R,TFRC,V,GBL1102548,TFRC-R-V,0.965156131,272,TFRC-R-V,NormLinear,1.022738694,0.995262261,0.983775747,1.700757787
TIGAR,R,TIGAR,V,GBL1102533,TIGAR-R-V,0.958604844,273,TIGAR-R-V,NormLinear,0.976773165,0.994039066,1.005084945,1.524857982
Transglutaminase,M,TGM2,V,GBL1102699,Transglutaminase-M-V,0.927213772,274,Transglutaminase-M-V,NormLinear,1.11598485,1.135356165,0.822151368,0.455486055
TRIM25,R,TRIM25,C,GBL1102627,TRIM25-R-C,0.912433083,275,TRIM25-R-C,NormLinear,0.920788983,0.961861271,1.07865195,0.366335042
TSC1,R,TSC1,C,GBL1102540,TSC1-R-C,0.965038373,276,TSC1-R-C,NormLinear,0.999921487,1.000607219,0.976768151,0.806195259
TTF1,R,TTF1,V,GBL1102529,TTF1-R-V,0.96283468,277,TTF1-R-V,NormLinear,0.983922691,0.964293993,1.024377214,1.059318482
Tuberin,R,TSC2,V,GBL1102481,Tuberin-R-V,0.914175959,278,Tuberin-R-V,NormLinear,1.019385487,0.97375224,1.011976821,0.344888207
Tuberin_pT1462,R,TSC2,V,GBL1102482,Tuberin_pT1462-R-V,0.899557974,279,Tuberin_pT1462-R-V,NormLinear,1.025455003,0.960373118,1.029517742,0.996375484
TUFM,R,TUFM,V,GBL1102636,TUFM-R-V,0.95673918,280,TUFM-R-V,NormLinear,1.055148409,1.044551529,0.919154228,0.906831387
TWIST,M,TWIST1,C,GBL1102713,TWIST-M-C,0.918392235,281,TWIST-M-C,NormLinear,0.998600392,1.025821446,0.976402491,1.571086161
Tyro3,R,TYRO3,V,GBL1102528,Tyro3-R-V,0.960781043,282,Tyro3-R-V,NormLinear,1.016255823,0.959321891,1.030895971,1.293707879
U-Histone-H2B,R,HIST1H2BB,C,GBL1102619,U-Histone-H2B-R-C,0.929861534,283,U-Histone-H2B-R-C,NormLinear,0.79844363,0.945353873,0.799465809,6.023315538
UBAC1,R,UBAC1,V,GBL1102574,UBAC1-R-V,0.953848322,284,UBAC1-R-V,NormLinear,0.959070397,0.972850231,1.02834758,0.664873427
UGT1A,M,UGT1A,V,GBL1102709,UGT1A-M-V,0.911555528,285,UGT1A-M-V,NormLinear,1.006435951,1.129184358,0.966106037,1.600200913
ULK1_pS757,R,ULK1,C,GBL1102613,ULK1_pS757-R-C,0.967557525,286,ULK1_pS757-R-C,NormLinear,1.035250354,1.056310406,0.928241961,0.747925113
VASP,R,VASP,V,GBL1102483,VASP-R-V,0.94709443,287,VASP-R-V,NormLinear,0.988927806,0.999929807,0.989112923,1.044890075
VEGFR-2,R,KDR,V,GBL1102753,VEGFR-2-R-V,0.904265319,288,VEGFR-2-R-V,NormLinear,0.990924486,1.068406293,0.98648915,0.907185228
VHL-EPPK1,M,EPPK1,C,GBL1102442,VHL-EPPK1-M-C,0.826118082,289,VHL-EPPK1-M-C,NormLinear,0.93353384,1.419551184,1.050362922,3.429113738
Vimentin,M,VIM,C,GBL1102716,Vimentin-M-C,0.92185613,290,Vimentin-M-C,NormLinear,0.7812943,0.984432288,0.839572862,4.075127383
Wee1,R,WEE1,C,GBL1102631,Wee1-R-C,0.946234722,291,Wee1-R-C,NormLinear,1.064860794,1.013892982,0.959349629,0.827711709
Wee1_pS642,R,WEE1,C,GBL1102642,Wee1_pS642-R-C,0.957326002,292,Wee1_pS642-R-C,NormLinear,0.989512745,0.935979154,1.061499858,1.038907514
WIPI1,R,WIPI1,C,GBL1102614,WIPI1-R-C,0.866046958,293,WIPI1-R-C,NormLinear,0.947880411,1.206073929,0.883853349,3.368235462
WIPI2,R,WIPI2,C,GBL1102615,WIPI2-R-C,0.936055597,294,WIPI2-R-C,NormLinear,0.983183713,0.943616698,1.051486528,1.08967789
XBP-1,G,XBP1,C,GBL1102719,XBP-1-G-C,0.883277395,295,XBP-1-G-C,NormLinear,0.993927548,0.989325879,0.99155874,1.19570456
XPA,M,XPA,V,GBL1102715,XPA-M-V,0.959365086,296,XPA-M-V,NormLinear,1.084984626,1.156493333,0.86288776,0.551651423
XPF,R,ERCC4,C,GBL1102641,XPF-R-C,0.949545729,297,XPF-R-C,NormLinear,1.009564544,1.016424144,0.961994853,1.093657808
XRCC1,R,XRCC1,C,GBL1102505,XRCC1-R-C,0.964887349,298,XRCC1-R-C,NormLinear,1.059760389,0.956887265,1.034087929,1.060562467
YAP,R,YAP1,C,GBL1102650,YAP-R-C,0.954579463,299,YAP-R-C,NormLinear,1.038077794,1.009763639,0.964763473,0.539284494
YAP_pS127,R,YAP1,V,GBL1102493,YAP_pS127-R-V,0.92184027,300,YAP_pS127-R-V,NormLinear,0.883313406,0.860289837,1.254751051,0.169092281
YB1_pS102,R,YBX1,V,GBL1102498,YB1_pS102-R-V,0.960426592,301,YB1_pS102-R-V,NormLinear,1.044908101,1.046426605,0.916695878,1.811933821
ZAP-70,R,ZAP70,C,GBL1102635,ZAP-70-R-C,0.865891737,302,ZAP-70-R-C,NormLinear,1.061841625,1.022502073,0.948062535,1.169735265
