Antibody Name,Antibody Origin,Gene Name,Validation Status,Slide Id,Antibody Name in Heatmap,Probabilities (QC Score),Slide no.,Sample Type,,Control cells,ligand control cells,nanoparticle control cells,drug-treated cells
MMP2,R,MMP2,V,GBL1102457,MMP2-R-V,0.953728971,163,MMP2-R-V,RawLog2,1.15822268,1.097064852,0.736243585,-1.127326539
Mnk1,R,MKNK1,V,GBL1102511,Mnk1-R-V,0.974524382,164,Mnk1-R-V,RawLog2,1.561367607,1.361999621,0.977068,-1.518518169
MSH6,R,MSH6,C,GBL1102523,MSH6-R-C,0.972100182,165,MSH6-R-C,RawLog2,0.960369554,0.895587673,0.622406012,-2.348928137
MSI2,R,MSI2,C,GBL1102623,MSI2-R-C,0.939549193,166,MSI2-R-C,RawLog2,-0.917348049,-0.981467883,-1.313630832,-2.570424533
mTOR,R,MTOR,V,GBL1102458,mTOR-R-V,0.927322178,167,mTOR-R-V,RawLog2,3.694790898,3.78603317,3.390414995,-0.002472243
mTOR_pS2448,R,MTOR,C,GBL1102459,mTOR_pS2448-R-C,0.96758071,168,mTOR_pS2448-R-C,RawLog2,3.465134122,3.595936756,3.148398925,-0.22363951
Myosin-11,R,MYH11,V,GBL1102547,Myosin-11-R-V,0.946224634,169,Myosin-11-R-V,RawLog2,-0.085343876,-0.125837371,-0.351157467,-1.839263602
Myosin-IIa_pS1943,R,MYO2A,V,GBL1102553,Myosin-IIa_pS1943-R-V,0.924722272,170,Myosin-IIa_pS1943-R-V,RawLog2,3.599734795,3.687434201,3.069094939,-1.393679287
Myt1,R,MYT1,C,GBL1102632,Myt1-R-C,0.972178047,171,Myt1-R-C,RawLog2,0.864238436,0.723292053,0.541372743,-1.815940975
N-Cadherin,R,CDH2,V,GBL1102460,N-Cadherin-R-V,0.967136424,172,N-Cadherin-R-V,RawLog2,0.314905209,0.305145281,-0.075616371,-1.428151252
N-Ras,M,NRAS,V,GBL1102705,N-Ras-M-V,0.932787309,173,N-Ras-M-V,RawLog2,0.438506361,0.392767594,0.047908756,-1.079762418
NAPSIN-A,R,NAPSA,C,GBL1102576,NAPSIN-A-R-C,0.970354839,174,NAPSIN-A-R-C,RawLog2,1.239242693,1.240626424,0.852595786,-1.053784279
NDRG1_pT346,R,NDRG1,V,GBL1102541,NDRG1_pT346-R-V,0.919016165,175,NDRG1_pT346-R-V,RawLog2,1.564727589,1.940921391,1.174068802,-0.089656596
NDUFB4,M,NDUFB4,V,GBL1102711,NDUFB4-M-V,0.922017407,176,NDUFB4-M-V,RawLog2,0.448184516,0.495625255,0.13464993,-0.861289327
NF-kB-p65_pS536,R,NFKB1,C,GBL1102461,NF-kB-p65_pS536-R-C,0.973969636,177,NF-kB-p65_pS536-R-C,RawLog2,2.618078392,2.308038733,2.272186556,-1.283755836
Notch1,R,NOTCH1,V,GBL1102524,Notch1-R-V,0.938190076,178,Notch1-R-V,RawLog2,1.876725744,1.823494118,1.253158034,-0.871610123
Notch3,R,NOTCH3,C,GBL1102649,Notch3-R-C,0.954832493,179,Notch3-R-C,RawLog2,0.493499958,0.403231102,0.166242889,-0.613463111
Oct-4,R,OCT4,C,GBL1102621,Oct-4-R-C,0.954215772,180,Oct-4-R-C,RawLog2,-0.183739208,-0.167376072,-0.583218218,-2.315786588
P-Cadherin,R,CDH3,C,GBL1102468,P-Cadherin-R-C,0.964476498,181,P-Cadherin-R-C,RawLog2,-0.393246119,-0.286027989,-0.898393873,-1.920014299
p16INK4a,R,CDKN2A,V,GBL1102569,p16INK4a-R-V,0.91350884,182,p16INK4a-R-V,RawLog2,-0.392606161,-0.314933892,-0.682664131,-1.529381012
p21,R,CDKN1A,V,GBL1102648,p21-R-V,0.936356049,183,p21-R-V,RawLog2,-0.204437752,-0.319644257,-0.64765942,-2.100016484
p27-Kip-1,R,CDKN1B,V,GBL1102504,p27-Kip-1-R-V,0.959613674,184,p27-Kip-1-R-V,RawLog2,0.352801349,0.288896966,-0.066995732,-1.527484423
p27_pT198,R,CDKN1B,V,GBL1102500,p27_pT198-R-V,0.967681559,185,p27_pT198-R-V,RawLog2,1.010251999,0.9782835,0.712216716,-0.268006493
p38-MAPK,R,MAPK14,V,GBL1102462,p38-MAPK-R-V,0.94873482,186,p38-MAPK-R-V,RawLog2,3.568394616,3.721751198,3.528446268,-0.113209203
p38_pT180_Y182,R,MAPK14,V,GBL1102463,p38_pT180_Y182-R-V,0.967500363,187,p38_pT180_Y182-R-V,RawLog2,2.204599912,2.189231334,2.114525501,-2.379460584
p44-42-MAPK,R,MAPK3,V,GBL1102535,p44-42-MAPK-R-V,0.948029238,188,p44-42-MAPK-R-V,RawLog2,1.322579204,1.297144589,1.063959259,-1.167228158
p53,R,TP53,C,GBL1102419,p53-R-C,0.959966083,189,p53-R-C,RawLog2,1.480976802,1.316234993,1.047571021,-2.0514
p70-S6K1,R,RPS6KB1,V,GBL1102465,p70-S6K1-R-V,0.966907669,190,p70-S6K1-R-V,RawLog2,1.30431489,1.366454393,0.895152645,-1.199672454
p70-S6K_pT389,R,RPS6KB1,V,GBL1102466,p70-S6K_pT389-R-V,0.971364721,191,p70-S6K_pT389-R-V,RawLog2,1.117735543,1.130674902,0.72967038,-1.100553648
p90RSK_pT573,R,RPS6K,C,GBL1102558,p90RSK_pT573-R-C,0.967407619,192,p90RSK_pT573-R-C,RawLog2,0.09099834,0.168302032,-0.250710121,-2.211271352
PAI-1,M,SERPINE1,V,GBL1102665,PAI-1-M-V,0.916918747,193,PAI-1-M-V,RawLog2,2.246029266,1.938305102,2.071249465,1.494046812
PAICS,R,PAICS,C,GBL1102580,PAICS-R-C,0.977161815,194,PAICS-R-C,RawLog2,2.02440573,2.024829888,1.720117288,-0.824664415
PAK1,R,PAK1,V,GBL1102634,PAK1-R-V,0.965456713,195,PAK1-R-V,RawLog2,0.049743603,0.152141994,-0.512349622,-2.721307759
PAK4,R,PAK4,V,GBL1102593,PAK4-R-V,0.917098616,196,PAK4-R-V,RawLog2,1.259803207,1.123035768,0.879451475,-0.340031393
PAR,R,PAR,C,GBL1102590,PAR-R-C,0.940996994,197,PAR-R-C,RawLog2,-0.082329066,1.424871892,-0.731043504,0.361734035
PARP,R,PARP1,V,GBL1102644,PARP-R-V,0.950516635,198,PARP-R-V,RawLog2,0.649382575,0.590510785,0.210386186,-2.015033122
Paxillin,R,PXN,C,GBL1102467,Paxillin-R-C,0.974302507,199,Paxillin-R-C,RawLog2,0.998515775,0.933568572,0.23753758,-2.604657946
PCNA,M,PCNA,C,GBL1102687,PCNA-M-C,0.830795263,200,PCNA-M-C,RawLog2,-0.014879996,0.132494756,-0.243211317,-2.298304654
PD-L1,R,CD274,C,GBL1102624,PD-L1-R-C,0.935059482,201,PD-L1-R-C,RawLog2,0.129500269,0.125570162,-0.43001113,-1.259302886
Pdcd4,R,PDCD4,C,GBL1102497,Pdcd4-R-C,0.949432865,202,Pdcd4-R-C,RawLog2,0.348729741,0.825033291,-0.261942187,-1.722724891
PDGFR-b,R,PDGFR,V,GBL1102567,PDGFR-b-R-V,0.966830794,203,PDGFR-b-R-V,RawLog2,-1.147460855,-1.012723098,-1.563243976,-2.616412045
PDHK1,R,PDHK1,C,GBL1102611,PDHK1-R-C,0.93925499,204,PDHK1-R-C,RawLog2,-0.508265792,-0.585928786,-0.814576094,-2.239194076
PDK1,R,PDK1,V,GBL1102469,PDK1-R-V,0.959469106,205,PDK1-R-V,RawLog2,1.30675741,1.23752897,1.055463649,-0.923666201
PDK1_pS241,R,PDK1,V,GBL1102470,PDK1_pS241-R-V,0.971132017,206,PDK1_pS241-R-V,RawLog2,2.371562564,2.264598406,2.11802571,-1.259813275
PEA-15,R,PEA15,V,GBL1102512,PEA-15-R-V,0.972488024,207,PEA-15-R-V,RawLog2,1.876503867,2.231275447,1.706946016,-0.958460328
PEA-15_pS116,R,PEA15,V,GBL1102513,PEA-15_pS116-R-V,0.945751126,208,PEA-15_pS116-R-V,RawLog2,-0.098760827,-0.15230893,-0.406255656,-1.447463997
PI3K-p110-a,R,PIK3C2A,C,GBL1102496,PI3K-p110-a-R-C,0.923027183,209,PI3K-p110-a-R-C,RawLog2,0.670103864,0.594220139,0.201530476,-1.683086072
PI3K-p110-b,M,PIK3BC,C,GBL1102710,PI3K-p110-b-M-C,0.914392529,210,PI3K-p110-b-M-C,RawLog2,0.995120889,1.101589406,0.68239711,-0.667950961
PI3K-p85,R,PIK3R1,V,GBL1102471,PI3K-p85-R-V,0.960322308,211,PI3K-p85-R-V,RawLog2,1.508990253,1.481131246,1.258011112,-1.409806447
PKA-a,R,PRKAR1A,V,GBL1102620,PKA-a-R-V,0.97259285,212,PKA-a-R-V,RawLog2,2.38013849,2.318004782,2.203966119,-0.180048287
PKC-b-II_pS660,R,PRKCB,V,GBL1102545,PKC-b-II_pS660-R-V,0.973077791,213,PKC-b-II_pS660-R-V,RawLog2,2.871333265,2.868491237,2.525249534,-1.27822413
PKC-delta_pS664,R,PRKCD,V,GBL1102507,PKC-delta_pS664-R-V,0.967280918,214,PKC-delta_pS664-R-V,RawLog2,1.301124171,1.223563979,1.005456526,-0.293507998
PKCa,R,PRKCA,V,GBL1102552,PKCa-R-V,0.955610495,215,PKCa-R-V,RawLog2,2.843932385,2.809170852,2.569238023,0.284491487
PKM2,R,PKM,C,GBL1102515,PKM2-R-C,0.948588394,216,PKM2-R-C,RawLog2,2.015722415,2.143790931,1.670813832,-2.418401417
PLC-gamma2_pY759,R,PLCG2,C,GBL1102516,PLC-gamma2_pY759-R-C,0.933321024,217,PLC-gamma2_pY759-R-C,RawLog2,-0.55863058,-0.633202787,-0.963432044,-2.403372752
PLK1,R,PLK1,C,GBL1102490,PLK1-R-C,0.921688207,218,PLK1-R-C,RawLog2,3.285010719,3.109675553,3.050350985,1.195798699
PMS2,R,PMS2,V,GBL1102570,PMS2-R-V,0.970075287,219,PMS2-R-V,RawLog2,1.322289177,1.414549258,0.483161929,-1.044816465
Porin,M,VDAC1,V,GBL1102685,Porin-M-V,0.916524458,220,Porin-M-V,RawLog2,0.554408654,0.628708917,0.409733465,-0.451055806
PR,R,PGR,V,GBL1102472,PR-R-V,0.960048848,221,PR-R-V,RawLog2,-1.497471202,-1.561962505,-1.892764537,-3.00608673
PRAS40,M,AKT1S1,C,GBL1102739,PRAS40-M-C,0.898969873,222,PRAS40-M-C,RawLog2,1.825259141,2.20895516,1.493520545,-0.839400723
PRAS40_pT246,R,AKT1S1,V,GBL1102489,PRAS40_pT246-R-V,0.95977933,223,PRAS40_pT246-R-V,RawLog2,1.934104079,2.00881538,1.415110091,0.031168159
PREX1,R,PREX1,V,GBL1102562,PREX1-R-V,0.959457499,224,PREX1-R-V,RawLog2,0.070265668,0.112511458,-0.366050164,-1.501955566
PTEN,R,PTEN,V,GBL1102474,PTEN-R-V,0.939765828,225,PTEN-R-V,RawLog2,2.039957964,2.126113723,1.748550297,-0.706803945
Rab11,R,RAB11A,C,GBL1102530,Rab11-R-C,0.964088215,226,Rab11-R-C,RawLog2,0.995409564,0.944891468,0.716524233,-0.855773605
Rab25,R,RAB25,V,GBL1102549,Rab25-R-V,0.963007657,227,Rab25-R-V,RawLog2,-0.468429498,-0.492305975,-1.03311613,-2.025944324
Rad50,M,RAD50,V,GBL1102676,Rad50-M-V,0.948318728,228,Rad50-M-V,RawLog2,0.537692453,0.741065562,0.242116415,-1.374849419
Rad51,R,RAD51,V,GBL1102572,Rad51-R-V,0.953215176,229,Rad51-R-V,RawLog2,-0.056196561,-0.210285822,-0.519753744,-2.101045909
Raptor,R,RPTOR,V,GBL1102542,Raptor-R-V,0.961948576,230,Raptor-R-V,RawLog2,2.017607397,2.015144037,1.472772027,-0.201868257
Rb,M,RB1,Q,GBL1102666,Rb-M-Q,0.922582428,231,Rb-M-Q,RawLog2,0.601966725,0.601973826,0.126916718,-1.116685587
RBM15,R,RBM15,V,GBL1102546,RBM15-R-V,0.968994711,232,RBM15-R-V,RawLog2,1.885540899,1.793190046,1.354245616,-1.410513197
Rb_pS807_S811,R,RB1,V,GBL1102473,Rb_pS807_S811-R-V,0.956993142,233,Rb_pS807_S811-R-V,RawLog2,3.009126953,2.869353915,2.623536779,-1.818000018
Rheb,M,RHEB,C,GBL1102673,Rheb-M-C,0.941135537,234,Rheb-M-C,RawLog2,1.78722353,1.825951738,1.540977095,-0.327428103
Rictor,R,RICTOR,C,GBL1102543,Rictor-R-C,0.960690444,235,Rictor-R-C,RawLog2,2.62501696,2.646217346,2.010953353,0.538883674
Rictor_pT1135,R,RICTOR,V,GBL1102544,Rictor_pT1135-R-V,0.966091617,236,Rictor_pT1135-R-V,RawLog2,1.510995227,1.584214937,1.0227424,-0.205175408
RIP,R,RIP,C,GBL1102612,RIP-R-C,0.944832906,237,RIP-R-C,RawLog2,0.532463238,0.381422778,-0.159699303,-2.813766074
Rock-1,R,ROCK1,C,GBL1102659,Rock-1-R-C,0.957111602,238,Rock-1-R-C,RawLog2,0.707562939,0.606504829,0.451287343,-1.12616873
RPA32,T,RPA2,C,GBL1102412,RPA32-T-C,0.950469817,239,RPA32-T-C,RawLog2,0.984832306,1.11935642,0.775209016,-1.65205227
RPA32_pS4_S8,R,RPA2,C,GBL1102660,RPA32_pS4_S8-R-C,0.961739387,240,RPA32_pS4_S8-R-C,RawLog2,1.594279645,1.662494391,1.133908951,-0.881650192
RSK,R,RPS6KA1,C,GBL1102492,RSK-R-C,0.9587241,241,RSK-R-C,RawLog2,1.209847657,1.19134262,0.877835408,-1.536083693
S6,M,RPS6,V,GBL1102692,S6-M-V,0.957293917,242,S6-M-V,RawLog2,2.966743279,3.100475567,2.593422746,0.363726352
S6_pS235_S236,R,RPS6,V,GBL1102420,S6_pS235_S236-R-V,0.968003428,243,S6_pS235_S236-R-V,RawLog2,3.221463614,3.33696153,2.740935509,-2.344259297
S6_pS240_S244,R,RPS6,V,GBL1102476,S6_pS240_S244-R-V,0.813144607,244,S6_pS240_S244-R-V,RawLog2,2.581313318,2.593106508,1.860236135,-2.331292635
SCD,M,SCD,V,GBL1102704,SCD-M-V,0.915034924,245,SCD-M-V,RawLog2,-0.085787075,0.154325752,-0.555150704,-1.737532133
SDHA,R,SDHA,V,GBL1102583,SDHA-R-V,0.961115542,246,SDHA-R-V,RawLog2,-0.043252729,-0.12810472,-0.486289216,-1.510752047
SF2,M,SRSF1,V,GBL1102678,SF2-M-V,0.944067983,247,SF2-M-V,RawLog2,0.851322118,0.884885888,0.324692663,-1.485664513
Shc_pY317,R,SHC1,V,GBL1102517,Shc_pY317-R-V,0.96620098,248,Shc_pY317-R-V,RawLog2,0.611828497,0.511047217,0.105450308,-2.316136948
SHP-2_pY542,R,PTPN11,C,GBL1102559,SHP-2_pY542-R-C,0.968901617,249,SHP-2_pY542-R-C,RawLog2,-0.256385233,-0.33220081,-0.634776633,-2.595449255
SHP2,R,PTPN11,S,GBL1102443,SHP2-R-S,0.871913302,250,SHP2-R-S,RawLog2,0.93816309,0.863564899,0.584153829,-2.071977167
SLC1A5,R,SLC1A5,C,GBL1102579,SLC1A5-R-C,0.956074152,251,SLC1A5-R-C,RawLog2,1.40214381,1.431967157,1.032986208,-1.138045875
Slfn11,G,SLFN11,C,GBL1102720,Slfn11-G-C,0.929909898,252,Slfn11-G-C,RawLog2,0.078213726,0.081658702,-0.262858667,-1.771471017
Smac,M,DIABLO,Q,GBL1102667,Smac-M-Q,0.94668817,253,Smac-M-Q,RawLog2,1.665350744,1.642935771,1.422306094,0.141114698
Smad1,R,SMAD1,V,GBL1102506,Smad1-R-V,0.961931227,254,Smad1-R-V,RawLog2,0.004325285,-0.082058332,-0.477772138,-1.902634005
Smad3,R,SMAD3,V,GBL1102494,Smad3-R-V,0.94828633,255,Smad3-R-V,RawLog2,1.904390487,1.909249398,1.408625225,0.281170516
Smad4,M,SMAD4,V,GBL1102701,Smad4-M-V,0.922373009,256,Smad4-M-V,RawLog2,0.473836176,0.509387822,0.132025746,-0.162619861
Snail,M,SNAI2,Q,GBL1102668,Snail-M-Q,0.938540011,257,Snail-M-Q,RawLog2,0.273432867,0.294525554,-0.075668606,-1.203750449
SOD1,M,SOD1,V,GBL1102691,SOD1-M-V,0.928807881,258,SOD1-M-V,RawLog2,0.317213525,0.342934116,-0.170659023,-1.300493397
SOD2,R,SOD2,V,GBL1102581,SOD2-R-V,0.907337801,259,SOD2-R-V,RawLog2,1.00237112,1.163407149,0.814484244,-1.599981018
Sox2,R,SOX2,V,GBL1102622,Sox2-R-V,0.952915251,260,Sox2-R-V,RawLog2,-0.507242522,-0.532561659,-0.928218774,-2.210408043
Src,M,SRC,V,GBL1102669,Src-M-V,0.951794709,261,Src-M-V,RawLog2,1.220211333,1.227132491,0.868671773,-0.225938779
Src_pY416,R,SRC,V,GBL1102477,Src_pY416-R-V,0.958219863,262,Src_pY416-R-V,RawLog2,1.395072772,1.246084831,0.956662819,-1.972413177
Src_pY527,R,SRC,V,GBL1102752,Src_pY527-R-V,0.940639267,263,Src_pY527-R-V,RawLog2,1.155419963,1.441028719,0.820883332,-0.432001811
Stat3,R,STAT3,C,GBL1102560,Stat3-R-C,0.923971946,264,Stat3-R-C,RawLog2,4.068271554,4.121003654,3.605194918,1.465531243
Stat3_pY705,R,STAT3,V,GBL1102479,Stat3_pY705-R-V,0.948651198,265,Stat3_pY705-R-V,RawLog2,0.892738861,0.831424378,0.370239735,-1.111992249
Stat5a,R,STAT5A,V,GBL1102480,Stat5a-R-V,0.943132595,266,Stat5a-R-V,RawLog2,2.493424577,2.549692522,2.044700753,0.628846454
Stathmin-1,R,STMN1,V,GBL1102485,Stathmin-1-R-V,0.964224234,267,Stathmin-1-R-V,RawLog2,0.975973108,0.964366216,0.613451524,-0.856575103
Syk,M,SYK,V,GBL1102702,Syk-M-V,0.907040396,268,Syk-M-V,RawLog2,0.036865389,0.597706046,-0.463787849,-0.986291462
Tau,M,MAPT,C,GBL1102670,Tau-M-C,0.925553503,269,Tau-M-C,RawLog2,-0.207654239,-0.118300449,-0.642985556,-2.085627791
TAZ,R,WWTR1,V,GBL1102637,TAZ-R-V,0.972295237,270,TAZ-R-V,RawLog2,2.081179851,1.892680744,1.876256432,-1.475894282
TFAM,R,TFAM,V,GBL1102582,TFAM-R-V,0.966173178,271,TFAM-R-V,RawLog2,2.250572494,2.210287903,1.898356684,0.575279998
TFRC,R,TFRC,V,GBL1102548,TFRC-R-V,0.965156131,272,TFRC-R-V,RawLog2,2.445008454,2.402421051,1.994932669,1.093527027
TIGAR,R,TIGAR,V,GBL1102533,TIGAR-R-V,0.958604844,273,TIGAR-R-V,RawLog2,2.291690994,2.313671521,1.93887337,0.849048875
Transglutaminase,M,TGM2,V,GBL1102699,Transglutaminase-M-V,0.927213772,274,Transglutaminase-M-V,RawLog2,2.805981685,2.82751073,1.971100593,-0.572078498
TRIM25,R,TRIM25,C,GBL1102627,TRIM25-R-C,0.912433083,275,TRIM25-R-C,RawLog2,4.104083852,4.163743651,3.938331208,0.689155456
TSC1,R,TSC1,C,GBL1102540,TSC1-R-C,0.965038373,276,TSC1-R-C,RawLog2,2.070908212,2.068598794,1.643069961,-0.324998841
TTF1,R,TTF1,V,GBL1102529,TTF1-R-V,0.96283468,277,TTF1-R-V,RawLog2,0.731885067,0.699514706,0.395975675,-1.246816936
Tuberin,R,TSC2,V,GBL1102481,Tuberin-R-V,0.914175959,278,Tuberin-R-V,RawLog2,1.117559522,1.048187991,0.712996458,-2.531161027
Tuberin_pT1462,R,TSC2,V,GBL1102482,Tuberin_pT1462-R-V,0.899557974,279,Tuberin_pT1462-R-V,RawLog2,0.82226759,0.72437187,0.433932504,-1.304456701
TUFM,R,TUFM,V,GBL1102636,TUFM-R-V,0.95673918,280,TUFM-R-V,RawLog2,0.008139142,-0.009721584,-0.584967518,-2.29562209
TWIST,M,TWIST1,C,GBL1102713,TWIST-M-C,0.918392235,281,TWIST-M-C,RawLog2,-0.05467028,-0.019168478,-0.481141368,-1.486108887
Tyro3,R,TYRO3,V,GBL1102528,Tyro3-R-V,0.960781043,282,Tyro3-R-V,RawLog2,0.643955091,0.557479897,0.270550637,-1.093018169
U-Histone-H2B,R,HIST1H2BB,C,GBL1102619,U-Histone-H2B-R-C,0.929861534,283,U-Histone-H2B-R-C,RawLog2,-0.099877164,0.140488292,-0.492070978,0.730196678
UBAC1,R,UBAC1,V,GBL1102574,UBAC1-R-V,0.953848322,284,UBAC1-R-V,RawLog2,1.357840211,1.375122759,1.064419976,-1.255938318
UGT1A,M,UGT1A,V,GBL1102709,UGT1A-M-V,0.911555528,285,UGT1A-M-V,RawLog2,0.049126116,0.211853343,-0.403915389,-1.367097725
ULK1_pS757,R,ULK1,C,GBL1102613,ULK1_pS757-R-C,0.967557525,286,ULK1_pS757-R-C,RawLog2,-0.068635005,-0.042879313,-0.620081471,-2.622870503
VASP,R,VASP,V,GBL1102483,VASP-R-V,0.94709443,287,VASP-R-V,RawLog2,0.075292399,0.087955558,-0.31847716,-1.930515069
VEGFR-2,R,KDR,V,GBL1102753,VEGFR-2-R-V,0.904265319,288,VEGFR-2-R-V,RawLog2,3.581108378,3.686423271,3.18059685,1.368508873
VHL-EPPK1,M,EPPK1,C,GBL1102442,VHL-EPPK1-M-C,0.826118082,289,VHL-EPPK1-M-C,RawLog2,-0.465927499,0.135434685,-0.68985342,-0.674087499
Vimentin,M,VIM,C,GBL1102716,Vimentin-M-C,0.92185613,290,Vimentin-M-C,RawLog2,-0.121464611,0.208662818,-0.411714757,0.176221019
Wee1,R,WEE1,C,GBL1102631,Wee1-R-C,0.946234722,291,Wee1-R-C,RawLog2,0.055200869,-0.018857051,-0.489374968,-2.393485236
Wee1_pS642,R,WEE1,C,GBL1102642,Wee1_pS642-R-C,0.957326002,292,Wee1_pS642-R-C,RawLog2,0.221041261,0.137500911,-0.071684346,-1.793903239
WIPI1,R,WIPI1,C,GBL1102614,WIPI1-R-C,0.866046958,293,WIPI1-R-C,RawLog2,-0.742918012,-0.398675087,-1.237855643,-0.998923507
WIPI2,R,WIPI2,C,GBL1102615,WIPI2-R-C,0.936055597,294,WIPI2-R-C,RawLog2,-0.498689192,-0.56124772,-0.795831339,-2.435541911
XBP-1,G,XBP1,C,GBL1102719,XBP-1-G-C,0.883277395,295,XBP-1-G-C,RawLog2,-0.140231757,-0.15022509,-0.537713798,-1.958804919
XPA,M,XPA,V,GBL1102715,XPA-M-V,0.959365086,296,XPA-M-V,RawLog2,1.618825953,1.707609842,0.894356579,-1.442241329
XPF,R,ERCC4,C,GBL1102641,XPF-R-C,0.949545729,297,XPF-R-C,RawLog2,0.234736279,0.241207222,-0.22893538,-1.735056995
XRCC1,R,XRCC1,C,GBL1102505,XRCC1-R-C,0.964887349,298,XRCC1-R-C,RawLog2,0.131817949,-0.01879775,-0.297600886,-1.952312094
YAP,R,YAP1,C,GBL1102650,YAP-R-C,0.954579463,299,YAP-R-C,RawLog2,1.231244802,1.188049412,0.731537838,-1.798772838
YAP_pS127,R,YAP1,V,GBL1102493,YAP_pS127-R-V,0.92184027,300,YAP_pS127-R-V,RawLog2,2.997468777,2.956067706,3.10983303,-1.47286736
YB1_pS102,R,YBX1,V,GBL1102498,YB1_pS102-R-V,0.960426592,301,YB1_pS102-R-V,RawLog2,1.411435643,1.410232247,0.82853508,0.120368311
ZAP-70,R,ZAP70,C,GBL1102635,ZAP-70-R-C,0.865891737,302,ZAP-70-R-C,RawLog2,-0.81170903,-0.869472322,-1.369263093,-2.757317109
